,premise,hypothesis,label
1326,Ah coward why do you flag me so? I say again in reply to your racist comment: You are always free to leave. But as you know and as I know you need us more than we need you. I am sure most of us will not find comfort in Islamic prayer. Unless of course one is into genital mutilation etc etc.,Members of a religion should be excluded and marginalized.,2
1327,ALL religion is a dangerous fiction but Islam has been leading the pack lately. E.g. 72 dead in Afghaistan a couple days ago.,Members of a religion are a threat.,2
1328,ALL religion is a dangerous fiction but Islam has been leading the pack lately. E.g. 72 dead in Afghaistan a couple days ago.,A religion promotes violence or intolerance.,2
1329,An Islamist?  What a shock.  I thought it was an American angry white guy.  Our spud Junior has hatched the same future for Canada by allowing in 35000 Syrian refugees without proper vetting.,A religion promotes violence or intolerance.,2
1330,And dont forget that their version of Islam throws gays off buildings.,A religion promotes violence or intolerance.,2
1331,And I dont want to spend my money in your Atheist schools.,Members of a religion should be excluded and marginalized.,2
1332,Another Allu Akbar Islamic Terrorist In a Sanctuary City In one of the most firearm restricted cities in America Yet... he simply rents a truck and causes chaos confusion mayhem and murder. Folks... its  Islamic Terrorism Theres No denying it ,A religion promotes violence or intolerance.,2
1333,Another Allu Akbar Islamic Terrorist In a Sanctuary City In one of the most firearm restricted cities in America Yet... he simply rents a truck and causes chaos confusion mayhem and murder. Folks... its  Islamic Terrorism Theres No denying it ,Members of a religion are a threat.,2
1334,Any criticism of any Abrahamic religion applies equally to all as theyre all silly.,A religion or members of a religion are stupid.,2
1335,Any of her items are not subject to free thought just censorship by the Islamic hate commission.,A religion promotes violence or intolerance.,2
1336,Apparently  the emails state he buys meth from gay Islamic party boys who are transphobic hate blacks puppies and illegally voted for Hillary ,A religion promotes violence or intolerance.,2
1337,Arabs began the African slave trade thousands of years ago. Europeans practiced that slavery for only about 200 years and stopped. No European nation continues slavery of any sort while Arab  Muslim nations continue the same slave trade they began long ago. Nothing has changed for Muslims of the ME where ownership of sex slaves and forced human bondage are still norms as signs of wealth.,A religion promotes violence or intolerance.,2
1338,are Imams stopping their preaching of the killing of Jews and Infidels?,A religion promotes violence or intolerance.,2
1339,Are there any terrorists who are not muslim?,A religion promotes violence or intolerance.,2
1340,Are there any terrorists who are not muslim?,Members of a religion are a threat.,2
1341,AS BAD AS THAT IS IT IS BETTER THAN HALF BREED MUSLIMS,Members of a religion are compared to animals.,2
1342,But Dilly reasonable people are centrists.  It most certainly is a Muslim ban.  Trump has articulated dozens of times over the past year that he wishes to ban Muslims.  If it walks like duck quacks like a duck and looks like a duck then.....its a duck.  And this is a Muslim ban.,Members of a religion should be excluded and marginalized.,2
1343,Can I suggest that today may not be the best time to discuss whether Trudeau is a twit or whether Canada lets in too many immigrants especially too  many Muslim ones?  Six people are dead.  Take a couple of days off.,Members of a religion should be excluded and marginalized.,2
1344,Can I suggest that today may not be the best time to discuss whether Trudeau is a twit or whether Canada lets in too many immigrants especially too  many Muslim ones?  Six people are dead.  Take a couple of days off.,The integration of a religion should be avoided in a country or society.,2
1345,Can I suggest that today may not be the best time to discuss whether Trudeau is a twit or whether Canada lets in too many immigrants especially too  many Muslim ones?  Six people are dead.  Take a couple of days off.,Members of a religion should remain in their respective countries.,2
1346,Can I suggest that today may not be the best time to discuss whether Trudeau is a twit or whether Canada lets in too many immigrants especially too  many Muslim ones?  Six people are dead.  Take a couple of days off.,A religion promotes violence or intolerance.,2
1347,Canada has gone down the shter so far under this liberal government we will never be the same again. The POS PM shows that citizenship of canada is a worthless piece of paper if you lie you get to keep it unless youre a muslim terrorist then citizenship could be better than the lotto 649.,A religion promotes violence or intolerance.,2
1348,Cant wait for some of this stunt outrage to be aimed at Muslim business owners once this gets pushed through.  Im sure there are plenty of Muslim restaurants who would refuse to cater a gay wedding.  Too bad the UCLA considers Muslim intolerance of homosexuals a protected civil right.,A religion promotes violence or intolerance.,2
1349,christians have killed a lot more people than muslims have.,A religion promotes violence or intolerance.,2
1350,Darn SA headline manipulators. Headline should have been: Another Muslim  murders passers by. Dumb Europeans have allowed the plague of Muslimists to immigrate.,A religion promotes violence or intolerance.,2
1351,Darn SA headline manipulators. Headline should have been: Another Muslim  murders passers by. Dumb Europeans have allowed the plague of Muslimists to immigrate.,Members of a religion should be excluded and marginalized.,2
1352,Darn SA headline manipulators. Headline should have been: Another Muslim  murders passers by. Dumb Europeans have allowed the plague of Muslimists to immigrate.,Members of a religion should remain in their respective countries.,2
1353,Did you know that Islams prophet was the largest Black Slave owner during his lifetime..  His closest black slave Bilal begged his white prophet master to set him free and he wouldnt..  If you ever called The Muslim prophet a black man he would have slit your throat because he equated blackness with the devil and even wrote that the devil is a black man black dogs are evil and many other examples.     Even today at this moment in time Islam is enslaving black people and I am not talking about Boko Haram but Libya thanks to Obama and Hillary for taking out Gaddaffi they created not just Benghazi but this.  And if you are not a Muslim then you should read the Quran and Hadiths because you are already written within the pages as an infidel and Christians and Jews are called pigs and dogs and women halfwits who mostly will be in hell fire..   Before you speak get educated.   Libya: African migrants sold as slaves in slave markets www.jihadwatch.org201704libyaafrican...,A religion promotes violence or intolerance.,2
1354,Did you know that Islams prophet was the largest Black Slave owner during his lifetime..  His closest black slave Bilal begged his white prophet master to set him free and he wouldnt..  If you ever called The Muslim prophet a black man he would have slit your throat because he equated blackness with the devil and even wrote that the devil is a black man black dogs are evil and many other examples.     Even today at this moment in time Islam is enslaving black people and I am not talking about Boko Haram but Libya thanks to Obama and Hillary for taking out Gaddaffi they created not just Benghazi but this.  And if you are not a Muslim then you should read the Quran and Hadiths because you are already written within the pages as an infidel and Christians and Jews are called pigs and dogs and women halfwits who mostly will be in hell fire..   Before you speak get educated.   Libya: African migrants sold as slaves in slave markets www.jihadwatch.org201704libyaafrican...,Members of a religion are a threat.,2
1355,Dont like it?  Go back to the Muslim shitehole you climbed out of.,Members of a religion should be excluded and marginalized.,2
1356,Dont like it?  Go back to the Muslim shitehole you climbed out of.,Members of a religion should remain in their respective countries.,2
1357,Dont like it?  Go back to the Muslim shitehole you climbed out of.,The integration of a religion should be avoided in a country or society.,2
1358,European media is referring to this as radical Islamic attack. I say shorten up the description to sayIslamic attack. These killers belonged to an Islamic Mosque and not an radical Islamic Mosque.,A religion promotes violence or intolerance.,2
1359,European media is referring to this as radical Islamic attack. I say shorten up the description to sayIslamic attack. These killers belonged to an Islamic Mosque and not an radical Islamic Mosque.,Members of a religion are a threat.,2
1360,Every where the Muslims go they make trouble.They think every one that doesnt agree with their pedophile Mohammed is not worthy.Maybe they should try to assimilate to their new home and quit being whiny assholes for once,The integration of a religion should be avoided in a country or society.,2
1361,Exactly Dunny Why shouldnt they? I totally support Sharia and Im glad you do too  Come to think of it however Im really sick of those ultraconservative Jews and Christians forcing their values down everyones throats so lets eliminate their special treatment.,Members of a religion should be excluded and marginalized.,2
1362,Exactly.  Nearly all radical fundamentalist Islamic terrorists are Suni ARABS 911 attackers ISIS Bin Laden etc... or are being led by them.,A religion promotes violence or intolerance.,2
1363,Exactly.  Nearly all radical fundamentalist Islamic terrorists are Suni ARABS 911 attackers ISIS Bin Laden etc... or are being led by them.,Members of a religion are a threat.,2
1364,Excuse me? None of these attacks are being committed by immigrants?  You sir are a major problem in this country.  Ignorant lefty fools like yourself are too scared or unwilling to speak the truth that or just stupid.  Almost every attack in Germany this year has been committed by an immigrant.  And there also happens to be another common denominator in these attacks.  The attackers happen to be Muslim.  As Mike said pull your head out of the sand.,A religion promotes violence or intolerance.,2
1365,Excuse me? None of these attacks are being committed by immigrants?  You sir are a major problem in this country.  Ignorant lefty fools like yourself are too scared or unwilling to speak the truth that or just stupid.  Almost every attack in Germany this year has been committed by an immigrant.  And there also happens to be another common denominator in these attacks.  The attackers happen to be Muslim.  As Mike said pull your head out of the sand.,Members of a religion are a threat.,2
1366,Excuse me? None of these attacks are being committed by immigrants?  You sir are a major problem in this country.  Ignorant lefty fools like yourself are too scared or unwilling to speak the truth that or just stupid.  Almost every attack in Germany this year has been committed by an immigrant.  And there also happens to be another common denominator in these attacks.  The attackers happen to be Muslim.  As Mike said pull your head out of the sand.,Members of a religion should be excluded and marginalized.,2
1367,False analogy as German Jews did not have as their objective the killing of Gemans and elimination of Germany and the eradication of Germans. In fact Jews in Germany were coexisting peacefully with Germans. The Palestinians have as their objective the killing of Jews and the elimination of Israel and in fact are not coexisting peacefully with Israelis and have no interest in coexisting peacefully with  Jews.,A religion promotes violence or intolerance.,2
1368,False analogy as German Jews did not have as their objective the killing of Gemans and elimination of Germany and the eradication of Germans. In fact Jews in Germany were coexisting peacefully with Germans. The Palestinians have as their objective the killing of Jews and the elimination of Israel and in fact are not coexisting peacefully with Israelis and have no interest in coexisting peacefully with  Jews.,Members of a religion are a threat.,2
1369,Funny how the u.n. doesnt seem to be to concerned about islam committing genocides around the world,A religion is preferred to another.,2
1370,Gazans could have built a power plant  a sewage treatment plant but they decided that it was more important to build tunnels into Israel to murder innocent Jews.,A religion promotes violence or intolerance.,2
1371,good point. call us back the next time we get a Christian  shooting tourists in the US or Canada or calling for authors heads to be cut off or...you get the point,A religion promotes violence or intolerance.,2
1372,hell is evangelicals,A religion or members of a religion are compared to devils or demons.,2
1373,Hmmm....also seems like that guys religious affiliation if any was not listed as a motive whatsoever.  It also seems that instance was nothing compared to the other 99.99 of terrorism which is carried out by Muslims:    URL  Of the listed 50 Terrorist Organizations 44 or 90 of them are Muslim.,A religion promotes violence or intolerance.,2
1374,Hmmm....also seems like that guys religious affiliation if any was not listed as a motive whatsoever.  It also seems that instance was nothing compared to the other 99.99 of terrorism which is carried out by Muslims:    URL  Of the listed 50 Terrorist Organizations 44 or 90 of them are Muslim.,Members of a religion are a threat.,2
1375,How ignorant can these rainbows be?  Islam forbids homosexual acts under penalty of death.  These maroons want to support and protect their enemy.,A religion promotes violence or intolerance.,2
1376,How many Muslim immigrants coming to Canada support the Muslim Brotherhood? Support Sharia law? Support the killing of homosexuals? Support the second class citizenship of women? Look at the statistics. The second generation is even more extreme. And youre worried La Meute?,A religion promotes violence or intolerance.,2
1377,Huh?  Is he suggesting that Jews are doing it to themselves or that Democrats are doing this to make him look bad and there really is no threat?  Id be scared to death if I was Jewish and had to depend on this nutjob to stop the hatred.  Sad.  Soso sad.,A religion or members of a religion are stupid.,2
1378,I approve murdering the Somali who tried to kill an EPS officer.   Stone him to death Muslim style.,A religion should be discriminated against.,2
1379,I approve murdering the Somali who tried to kill an EPS officer.   Stone him to death Muslim style.,The use of violence is encouraged or desired against a religion.,2
1380,I dont hear a great deal of condemnation from the Muslim community. Until they start to criticise the attacks loudly and demand a stop there should be no more immigration.,Members of a religion should be excluded and marginalized.,2
1381,I dont hear a great deal of condemnation from the Muslim community. Until they start to criticise the attacks loudly and demand a stop there should be no more immigration.,Members of a religion should remain in their respective countries.,2
1382,I dont hear a great deal of condemnation from the Muslim community. Until they start to criticise the attacks loudly and demand a stop there should be no more immigration.,The integration of a religion should be avoided in a country or society.,2
1383,I hate Muslim terrorists and the psychotic Muslims in ISIS. Is that allowed in your politically correct version of reality?,A religion should be discriminated against.,2
1384,I see Christians picketing funerals and bombingshooting up abortion clinics. Its as stupid to compare fanatics of Islam to all Muslims as it is to say all Christians are doing the bombing and shooting.   You are clearly just upset that a Muslim got any air time at all for anything other than terrorism.,A religion promotes violence or intolerance.,2
1385,I see Christians picketing funerals and bombingshooting up abortion clinics. Its as stupid to compare fanatics of Islam to all Muslims as it is to say all Christians are doing the bombing and shooting.   You are clearly just upset that a Muslim got any air time at all for anything other than terrorism.,Members of a religion are a threat.,2
1386,I wonder how many Muslim women died at the hands of a muslim man in the world today You lesbian shiteheads should be ashamed.  You are not for women You are for yourselves and your Globalists ethos You lost  you are irrelevant,A religion promotes violence or intolerance.,2
1387,If he had said he wanted to destroy Israel and kill Jews to create a Palestinian state he would still have a job.,A religion promotes violence or intolerance.,2
1388,If racism is an issue then black Christians must commit terror acts as well . Not happening.,A religion promotes violence or intolerance.,2
1389,If the guy was a Muslim nobody would have bothered him.,A religion is preferred to another.,2
1390,Im so confused I thought we had to ban Iranians because they were terrorists? Its almost as if the Muslim ban was just to score political points who would have thunk it?,Members of a religion should be excluded and marginalized.,2
1391,In a normal society people would warn Authorities about a radicalised Muslim. In this society people remain silent for fear of being charged with a hate crime.,A religion is preferred to another.,2
1392,In Nigeria Christians and animists also get killed by Muslims.,Members of a religion are a threat.,2
1393,In Nigeria Christians and animists also get killed by Muslims.,A religion promotes violence or intolerance.,2
1394,In this case Britishborn man  mediaspeak for muslim terrorist.,Members of a religion are a threat.,2
1395,In this case Britishborn man  mediaspeak for muslim terrorist.,A religion promotes violence or intolerance.,2
1396,is it OK to be a radical islamophobe? I have this aversion to being beheaded or otherwise killed by radical muslims.,Members of a religion are a threat.,2
1397,Is there a formula that newspapers have to adhere to. Muslims commit mass murder against Infidels. Next day authorities are blamed. The Muslim community is canvassed and they are all in shock. Western liberals change their Facebook profile page and burn a candle and talk about carrying on. The following day is the Muslim as victim narrative day. Islamaphobia is the soup de jour that day. What sick twisted selfloathing world do you journalists live in?,A religion promotes violence or intolerance.,2
1398,Islam is cancer and does not belong in the western world.,Members of a religion should be excluded and marginalized.,2
1399,Islam is cancer and does not belong in the western world.,The integration of a religion should be avoided in a country or society.,2
1400,Islam is synonymous with homophobia.   They also treat their women like camel dung. Why are you coddling and protecting Islam?   URL security20160612orlandonightclubattackbyknownwolfterroristpreviouslyinvestigatedbyfbi,A religion promotes violence or intolerance.,2
1401,Isnt more like this?  Muslim guy kills tougher immigration laws are the answer.  White guy kills tax reform is the answer.,A religion promotes violence or intolerance.,2
1402,It discriminates against muslims. The temporary ban is against 6 arab countries who happen to be islamic in nature. Its perfectly clear to any sane person the beheaders those who stone the women gay assassins body bombs come from this nations for those who do not comprehend these are places of grave concern for the lives of American citizens.  Russians Chinese Indians South Americans etc arent the ones causing so much distress in the world. What a hypocrisy.  So yes you need to identify the enemy Obama Trudeau dont know who the terrorists are they cant identify them. Weaklings.,A religion promotes violence or intolerance.,2
1403,It discriminates against muslims. The temporary ban is against 6 arab countries who happen to be islamic in nature. Its perfectly clear to any sane person the beheaders those who stone the women gay assassins body bombs come from this nations for those who do not comprehend these are places of grave concern for the lives of American citizens.  Russians Chinese Indians South Americans etc arent the ones causing so much distress in the world. What a hypocrisy.  So yes you need to identify the enemy Obama Trudeau dont know who the terrorists are they cant identify them. Weaklings.,Members of a religion should be excluded and marginalized.,2
1404,It discriminates against muslims. The temporary ban is against 6 arab countries who happen to be islamic in nature. Its perfectly clear to any sane person the beheaders those who stone the women gay assassins body bombs come from this nations for those who do not comprehend these are places of grave concern for the lives of American citizens.  Russians Chinese Indians South Americans etc arent the ones causing so much distress in the world. What a hypocrisy.  So yes you need to identify the enemy Obama Trudeau dont know who the terrorists are they cant identify them. Weaklings.,Members of a religion are a threat.,2
1405,It is not where these murderers were born or what nationality it is that their motive is based on Islam.  Every one....Islam vs. the West.  How long will the West continue to tolerate this and utter smooth justifications and treat these Islam terrorist attacks as just lone wolves?,A religion promotes violence or intolerance.,2
1406,It will be called another car accident soon instead of a muslim terrorist attack.,A religion promotes violence or intolerance.,2
1407,Its because he is Islamic the ruling went this way thats it if the cab driver was anything but he would be in prison. Being able to rape our women is another special privilege they want on top of being able to tell us not to walk our dogs or criticize Islam,A religion is preferred to another.,2
1408,Its good to know the IRA was Muslim too. Or the LTTE from Sri Lanka. Or the Khalistani terrorists from Punjab who killed the most number of Canadians. the FLQ from Quebec was Muslim too. That is why they wanted Quebec libre with Sharia Law.  At one time western governments had the South African ANC and Nelson Mandela listed as terrorists. I guess they were Muslim too?,A religion promotes violence or intolerance.,2
1409,Its nice to see Trump focus on Islamic terrorists instead of treating the American People as the 1 threat like Obama did.,Members of a religion are a threat.,2
1410,Its nice to see Trump focus on Islamic terrorists instead of treating the American People as the 1 threat like Obama did.,A religion promotes violence or intolerance.,2
1411,John I am sure you will be quite glad when you get rid of all the Chinese Black and Muslim colonists too.,Members of a religion should be excluded and marginalized.,2
1412,John I am sure you will be quite glad when you get rid of all the Chinese Black and Muslim colonists too.,Members of a religion should remain in their respective countries.,2
1413,John I am sure you will be quite glad when you get rid of all the Chinese Black and Muslim colonists too.,The integration of a religion should be avoided in a country or society.,2
1414,Keep Christians and Jews started this by taking over land in Palestine. Christians  Bush and Blair killed thousands needlessly. Yet this man is a monster and Blair and Bush are free men.,A religion promotes violence or intolerance.,2
1415,Klavern?  Another progressive Catholic who labels half the nation as fascist.  This is why I do not like or respect progressive Catholics.     They are odiously smug and terribly paranoid.,Members of a religion are a threat.,2
1416,Leftists like this writer are absolutely precious.  After literally thousands of attacks by Islamic barbarians in the name of Islam this guy is focused on .... more immigration  It makes a certain sense though.  Western leftists despise their own nations  so attacking the enemy Islam of their enemy their own nation would result in an outcome repugnant to the leftist  defense of ones own country,A religion is preferred to another.,2
1417,Leftists like this writer are absolutely precious.  After literally thousands of attacks by Islamic barbarians in the name of Islam this guy is focused on .... more immigration  It makes a certain sense though.  Western leftists despise their own nations  so attacking the enemy Islam of their enemy their own nation would result in an outcome repugnant to the leftist  defense of ones own country,A religion promotes violence or intolerance.,2
1418,Lets build a cemetery for those killed by muslim extremists. See how peacefully they rest.,Members of a religion are a threat.,2
1419,Lets build a cemetery for those killed by muslim extremists. See how peacefully they rest.,A religion promotes violence or intolerance.,2
1420,Like a said those are the questions you and your Trumpers need to ask...You seem to think their is a difference when a Muslim or Illegal does the killing vs. an American. I dont care what the person is its a horrible act regardless of the type of person the killler is...Refer to TigerEyes post for examples of you and your Trumpers...MAGA,A religion promotes violence or intolerance.,2
1421,Mohammed was a pedophile . Muslims worship Mohammed .  Muslims have to change their religion and culture to be accepted..,Members of a religion should be excluded and marginalized.,2
1422,most of these killings are Muslims killing Muslims.,Members of a religion are a threat.,2
1423,most of these killings are Muslims killing Muslims.,A religion promotes violence or intolerance.,2
1424,Muslim  are killing Muslims in Quebec but they still blame non Muslims of being worse.  50 LGBT persons were slaughtered in Florida by a Muslim yelling Allah Akbar and Muslims in America   blamed Trump and the NRA.  The Muslim lies keep flowing thick and fast.   Even having the names of the killers   CTV wont identify them. leaving the impression  white Canadian  racists fascist Christians did it and must be feared .,Members of a religion are a threat.,2
1425,Muslim  are killing Muslims in Quebec but they still blame non Muslims of being worse.  50 LGBT persons were slaughtered in Florida by a Muslim yelling Allah Akbar and Muslims in America   blamed Trump and the NRA.  The Muslim lies keep flowing thick and fast.   Even having the names of the killers   CTV wont identify them. leaving the impression  white Canadian  racists fascist Christians did it and must be feared .,A religion promotes violence or intolerance.,2
1426,Muslims are violent?  Thats brand new information,Members of a religion are a threat.,2
1427,Muslims are violent?  Thats brand new information,A religion promotes violence or intolerance.,2
1428,Muslims attacking muslims. Sounds about right.,Members of a religion are a threat.,2
1429,Muslims attacking muslims. Sounds about right.,A religion promotes violence or intolerance.,2
1430,No difference. Iranians are Muslims and Muslim terrorism is at a peak.,Members of a religion are a threat.,2
1431,No difference. Iranians are Muslims and Muslim terrorism is at a peak.,A religion promotes violence or intolerance.,2
1432,No he went after EVERYONE. IN. THE. CHURCH. That is the opposite of a specific target. And yes he was an atheist and yes he was psychotic.,A religion promotes violence or intolerance.,2
1433,No more criminal than Arabs and Muslims choosing to live elsewhere and in Europe and North America without restriction. They are flowing into these regions on a regular basis and being largely welcomed. No one is illegal. Not Arabs not Muslims not Syrians not Israelis not Jews.,A religion promotes violence or intolerance.,2
1434,No more criminal than Arabs and Muslims choosing to live elsewhere and in Europe and North America without restriction. They are flowing into these regions on a regular basis and being largely welcomed. No one is illegal. Not Arabs not Muslims not Syrians not Israelis not Jews.,Members of a religion should remain in their respective countries.,2
1435,No more criminal than Arabs and Muslims choosing to live elsewhere and in Europe and North America without restriction. They are flowing into these regions on a regular basis and being largely welcomed. No one is illegal. Not Arabs not Muslims not Syrians not Israelis not Jews.,Members of a religion should be excluded and marginalized.,2
1436,No they are murderers who call themselves Muslims and who target Muslims for slaughter more than anyone else.  Islam is the name of the religion.  The Daesh do not practice it.  Why do you say what you do not do?Quran,A religion promotes violence or intolerance.,2
1437,No. I know LGBTs who have been chased out of the Church. It was made abundantly clear to these intrinsically disordered people that they are neither wanted not welcome in the Catholic Church.,A religion promotes violence or intolerance.,2
1438,No. I know LGBTs who have been chased out of the Church. It was made abundantly clear to these intrinsically disordered people that they are neither wanted not welcome in the Catholic Church.,Members of a religion should remain in their respective countries.,2
1439,Nothing to worry about mate.  Only 7 dead and 48 wounded.  Holy fn shiite.  Whats it going to take for the Euros to figure out the muslims want to kill them?,A religion promotes violence or intolerance.,2
1440,Now Canadian voters can say Liberal party and its leader only protect Muslims who even have extreme views about the West  want to impose Islamic laws onto this country. It looks like Canada is moving toward an Islamic country where discrimination toward Hindu Buddish Jews Christians is acceptable.,A religion is preferred to another.,2
1441,Now Canadian voters can say Liberal party and its leader only protect Muslims who even have extreme views about the West  want to impose Islamic laws onto this country. It looks like Canada is moving toward an Islamic country where discrimination toward Hindu Buddish Jews Christians is acceptable.,A religion should be discriminated against.,2
1442,Obviously an act of terrorism but I guess that term is reserved only for Muslims. The hypocrisy is astounding.,A religion is preferred to another.,2
1443,Oh good god when will this retarded minister and his ridiculous church go out of business??,A religion or members of a religion are stupid.,2
1444,Old Republican party:  Lets fight the terrorists and keep from entering our country  Donald Trump stripping off the varnish:  Lets ban Muslims from America,A religion should be discriminated against.,2
1445,Old Republican party:  Lets fight the terrorists and keep from entering our country  Donald Trump stripping off the varnish:  Lets ban Muslims from America,The use of violence is encouraged or desired against a religion.,2
1446,Old Republican party:  Lets fight the terrorists and keep from entering our country  Donald Trump stripping off the varnish:  Lets ban Muslims from America,Members of a religion should be excluded and marginalized.,2
1447,Old Republican party:  Lets fight the terrorists and keep from entering our country  Donald Trump stripping off the varnish:  Lets ban Muslims from America,The integration of a religion should be avoided in a country or society.,2
1448,Organize like the LGBTs did? Are you serious? Thats your best example? How about organized groups like Republicans for Trump the KKK Westboro Baptist Church and Anchorage Baptist Temple? Those groups are the ones I fear because theyre hatedriven not gay people.,Members of a religion are a threat.,2
1449,Organize like the LGBTs did? Are you serious? Thats your best example? How about organized groups like Republicans for Trump the KKK Westboro Baptist Church and Anchorage Baptist Temple? Those groups are the ones I fear because theyre hatedriven not gay people.,Members of a religion are not trustworthy or loyal.,2
1450,Our troops are killing Muslims  Our troops are killing monsters who target children for execution. Our troops are killing monsters who have taken thousands of sex slaves. Our troops are killing monsters  who would like to see you converted subjugated or killed. Our troops are killing the evil that walks like a man.  By the way when exactly did the U.S attack Palestine?,The use of violence is encouraged or desired against a religion.,2
1451,Palestinian terrorism  collective punishment is just another war crime.,A religion promotes violence or intolerance.,2
1452,Patty I first thought this shooting was the act of a radical extreme Christian Right terrorist.,A religion promotes violence or intolerance.,2
1453,Peaceful Muslims are irrelevant  URL ?vy1l4gGkPziA,A religion promotes violence or intolerance.,2
1454,People shouldnt be afraid to admit it. Its more about keeping Islam at bay than it is about enforcing secularism. Thats a good reason for the niqab ban.,Members of a religion should be excluded and marginalized.,2
1455,People shouldnt be afraid to admit it. Its more about keeping Islam at bay than it is about enforcing secularism. Thats a good reason for the niqab ban.,A religion should be discriminated against.,2
1456,Please tell us again how islam is not at war with the world and is a religion of peace  Time to ban islam worldwide,A religion promotes violence or intolerance.,2
1457,Please tell us again how islam is not at war with the world and is a religion of peace  Time to ban islam worldwide,Members of a religion are a threat.,2
1458,Please tell us again how islam is not at war with the world and is a religion of peace  Time to ban islam worldwide,Members of a religion should be excluded and marginalized.,2
1459,Please tell us again how islam is not at war with the world and is a religion of peace  Time to ban islam worldwide,The integration of a religion should be avoided in a country or society.,2
1460,Probably when it becomes a radical christian extremist event. 1 nut job does making empty threats not quite measure up to the millions of nutjobs killing people all over the globe. The radical Muslims are murdering people in dozens of nations aroung the world. Anyone with any intellectual honesty would not try and draw a comparison here.,A religion promotes violence or intolerance.,2
1461,Probably when it becomes a radical christian extremist event. 1 nut job does making empty threats not quite measure up to the millions of nutjobs killing people all over the globe. The radical Muslims are murdering people in dozens of nations aroung the world. Anyone with any intellectual honesty would not try and draw a comparison here.,Members of a religion are a threat.,2
1462,Really?  If I called out a Muslim on say opposition to same sex marriages abortion womens rights or being antigay I would be accused of Islamophobia.,A religion is preferred to another.,2
1463,Shaista  you might get less push back if you were also prepared to talk about and acknowledge the existence of radical Islamist terror jihadists and the role of radical clerics who manipulate and create these young terrorists.,A religion promotes violence or intolerance.,2
1464,Slow news day. Did Muslims around the world stop shooting and blowing people up that day? I dont think so.,A religion promotes violence or intolerance.,2
1465,So Hitler was anti jew because he left alone 50 percent of the Jewish people in the world? The KKK isnt racist because they leave black people in Africa alone? You have a high bar for discrimination.,A religion promotes violence or intolerance.,2
1466,So this gay Islamic terrorist attacks a Florida gay nightclub.. No wonder the left is blaming this on the guns.,A religion promotes violence or intolerance.,2
1467,So this gay Islamic terrorist attacks a Florida gay nightclub.. No wonder the left is blaming this on the guns.,Members of a religion are a threat.,2
1468,so what he murdered being a muslim,A religion promotes violence or intolerance.,2
1469,Sorry not true.  Plenty of people have called for all Muslims who are not fans of ISIS to declare that fact in a public forum.  The implication is that all Muslims are potential terrorists and should prove they are not.  This letter applies that same standard to white males who are potential white nationalists.,A religion promotes violence or intolerance.,2
1470,Sorry not true.  Plenty of people have called for all Muslims who are not fans of ISIS to declare that fact in a public forum.  The implication is that all Muslims are potential terrorists and should prove they are not.  This letter applies that same standard to white males who are potential white nationalists.,Members of a religion are not trustworthy or loyal.,2
1471,Sure but we completely ignore and even provide weapons to oppressive regimes like Saudi Arabia death penalty for being gay crucifixions beheadings ban on nonmuslim religions ban of nonmuslims from some cities Qatar Kuwait and other dictatorships.,A religion promotes violence or intolerance.,2
1472,Sure it can be stopped. Stop bringing in more muslims.  Once we get a real leader we can deport the rest.,Members of a religion should remain in their respective countries.,2
1473,Sure it can be stopped. Stop bringing in more muslims.  Once we get a real leader we can deport the rest.,Members of a religion should be excluded and marginalized.,2
1474,Sure it can be stopped. Stop bringing in more muslims.  Once we get a real leader we can deport the rest.,The integration of a religion should be avoided in a country or society.,2
1475,Sure we remember the Oklahoma City bombing which killed 168 people. But since 1980 muslims have killed about 3200 civilians in  America including 911 while non muslims have killed about 200 including the 168 in Oklahoma.     Now in  order to assess risk you have to take population into account  muslims are only 1 of the population and non muslims are 99. Adjusting for this   a muslim is more than 1000 times as likely to cause a terrorist death versus a non muslim.,A religion promotes violence or intolerance.,2
1476,Sure we remember the Oklahoma City bombing which killed 168 people. But since 1980 muslims have killed about 3200 civilians in  America including 911 while non muslims have killed about 200 including the 168 in Oklahoma.     Now in  order to assess risk you have to take population into account  muslims are only 1 of the population and non muslims are 99. Adjusting for this   a muslim is more than 1000 times as likely to cause a terrorist death versus a non muslim.,Members of a religion are a threat.,2
1477,Take your ignorant demands to a Muslim country. You and your family left to spread your hate.,A religion or members of a religion are stupid.,2
1478,Take your ignorant demands to a Muslim country. You and your family left to spread your hate.,Members of a religion should remain in their respective countries.,2
1479,Thats because muslims have either ethnically cleansed or killed most of the Christians in the ME and there are almost none left.,A religion promotes violence or intolerance.,2
1480,The attackers are now a mix of immigrants foreigners refugees Nationals secondgeneration nonMuslim citizens. They are all brainwashed Islamic fundamentalists hellbent on destroying Western values and killing .,A religion promotes violence or intolerance.,2
1481,The author quite rightly states that the Finsbury Park crime did not happen in a vacuum.  She then goes on to completely ignore the crimes committed by Muslims.  While I am not excusing the various attacks against Muslims which are unforgivable one cannot ignore the mass murders committed by Muslims either.,A religion promotes violence or intolerance.,2
1482,The back and forth violence between the Muslims and the west is sadly comical.  I guess these attacks should be expected.  Violent people we are....for sure.,A religion promotes violence or intolerance.,2
1483,The image in this post doesnt look like any dog I have seen. It kind of looks like a Lion. Stupid muslims Allah FUBAR,Members of a religion are compared to animals.,2
