,comment_text,identity_attack_x,bias,target,category,rationale,predicted,labels
711,I think it is just that a Muslim terrorist fits his narrative while a white one does not.  All in all pretty pathetic that he plays these games.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 5.1, 'entailment': 94.2}"
712,Wente asks the wrong question.  Is the law sexist?  Who cares.  Is the law unconstitutional?  Yes it is.  Also Muslims naturalize to their host countries meaning they become more secularized.  If you want them to reject liberal values then keep making laws like this one that tells adults how to dress.,0.833333333,neutral,,none,,['entailment'],"{'contradiction': 2.9, 'neutral': 21.2, 'entailment': 75.9}"
713,Shisaisama youre back Did you imagine that Jesus asked you to go back on Civil Beat to blaggard gay people again?,0.606060606,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 6.5, 'entailment': 92.8}"
714,ya thats it blame the jews for living in thier own land what bs,0.566666667,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.8, 'entailment': 98.0}"
715,That is white fragility.,0.8,neutral,,none,,['entailment'],"{'contradiction': 17.8, 'neutral': 32.2, 'entailment': 50.0}"
716,President Obama pardoned 4 star Marine general Cartwright today. How gay is that Trumplettes?,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 1.7, 'entailment': 97.8}"
717,Trump says Mexicans are drug dealers and rapists.  He attacked an American Muslim Gold Star family  and then admitted he didnt know what a Gold Star family was.  Trump called anyone who doesnt support him losers.,0.586666667,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 6.2, 'entailment': 93.5}"
718,almost  no  females  I  know  are  feminists but then  they  shave  their  body  hair  and  dont  have  sex  with  other  females.,0.257575758,neutral,,none,,['entailment'],"{'contradiction': 2.8, 'neutral': 6.5, 'entailment': 90.7}"
719,The MSM needs to stop propping up Hypocrites like the Huckabees. Does proclaiming to be a salt of the earth Christian excuse all sleazyUNChrist like behavior? If the Huckabees like MONEYCHANGER Trump...evidently so. Hypocrites are the fire  brimstone of hell.  May thet reap what they sow they have earned it,0.287878788,neutral,,none,,['neutral'],"{'contradiction': 34.8, 'neutral': 50.0, 'entailment': 15.2}"
720,not only that but any Catholic who is brainwashed enough to believe that the Evangelicals will treat them well when they get some power is totally deficient in gray matter upstairs. they hate Catholics as much do gays and Muslim. they may hide it better these days buy it is still there and wont be going anywhere a long time yet.,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 3.5, 'entailment': 96.0}"
721,Sure run tranny Mike see how badly she gets beat. Republicans would love it.,0.5,neutral,,none,,['entailment'],"{'contradiction': 4.9, 'neutral': 11.5, 'entailment': 83.6}"
722,Molleda is a gay Latino man.,0.689189189,neutral,,none,,['entailment'],"{'contradiction': 1.0, 'neutral': 2.1, 'entailment': 96.9}"
723,I am so sick of republicans basing EVERYTHING and EVERYONE on drilling in ANWR There is no need to drill in ANWR Leave it be. Give it a rest. Find another issue besides my crotch and your bible.,0.257142857,neutral,,none,,['entailment'],"{'contradiction': 2.2, 'neutral': 23.6, 'entailment': 74.2}"
724,all the nonwhite populace.,0.5,neutral,,none,,['entailment'],"{'contradiction': 7.4, 'neutral': 27.9, 'entailment': 64.7}"
725,Feral Europeans? Did they come before or after the feral Muslims?,0.608108108,neutral,,none,,['entailment'],"{'contradiction': 2.6, 'neutral': 5.6, 'entailment': 91.8}"
726,Any Canadian who went to fight for ISIS or any other Islamist terrorist group and who returns to Canada should be immediately incarcerated for a minimum of 25 years and let out only when they are guaranteed to be not a threat to any person.  It would be better of course if they were just wipedout in Syria.,0.6,neutral,,none,,['neutral'],"{'contradiction': 7.2, 'neutral': 72.0, 'entailment': 20.9}"
727,This mofo be black How he be aress? Blm need to get they ass over there an be protess this injustis agains they own How dare this bro be arres?  Pardon the vernacular here but hey he be a rapper,0.571428571,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 2.6, 'entailment': 96.5}"
728,Its OK for the faggot because hes a liberal but we must fault Trump simply because hes a conservative Is that what you see as fair?,0.660621762,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 3.5, 'entailment': 96.1}"
729,Nobody wants your koolaide or your sad sick religion.  Fund it on your own dime.,0.513157895,neutral,,none,,['entailment'],"{'contradiction': 1.3, 'neutral': 3.9, 'entailment': 94.8}"
730,Would not an ultimate racist be a disturbed halfwhite man who longs to be black because his absent father was black and dislikes a majority white country.,0.533333333,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.1, 'entailment': 98.7}"
731,Hey look its more white folk that dont understand what its like to be black folk,0.6125,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 4.4, 'entailment': 94.9}"
732,The slop and pail is again bending over and taking it up the ass for  trudope. Fuck  You globe. Just cancelled my subscription  and will now go out and talk to others to destroy you faggot censors.,0.5,neutral,,none,,['entailment'],"{'contradiction': 1.1, 'neutral': 10.4, 'entailment': 88.5}"
733,Is this hate speech? Im white my kids are not. What do you think their thoughts are after reading crap like this?,0.275,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 4.7, 'entailment': 95.2}"
734,See? Right wingnuts HATE women.,0.542857143,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 2.0, 'entailment': 97.8}"
735,Rod one does not have to use specific words to meet the criteria of exhibiting tendencies. It is a childish argument to indicate he did not say a specific word when his intent wass clear to the audience. Over the campaign Donald made many statements indicating his views on other races women and religions.  Should I start with the Trump comment about the Mexican judge overseeing his trial. Or maybe the all Mexicans who come here are rapist thieves and drug dealers.  Certainly his recorder statement about his grabbing women stands by itself as indicative of his views on women.  Did sure you missed all those?,0.8,neutral,,none,,['neutral'],"{'contradiction': 12.8, 'neutral': 76.8, 'entailment': 10.4}"
736,When the Fuk does this shit stop... we raised an indian in our family cause his mother was a drug addict and his tribe didnt want him.,0.271428571,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 2.8, 'entailment': 96.5}"
737,Like abortion clinic bombers folks who burn down gay bars bombers of grade schools etc etc.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.6, 'entailment': 98.3}"
738,2 women 1 black guy. Nice touch because its 2016.,0.262295082,neutral,,none,,['contradiction'],"{'contradiction': 46.9, 'neutral': 18.4, 'entailment': 34.7}"
739,Ok lets use 1.  If a White person panders to Black people because of a presumed superiority of White people because of e.g. longterm effects of slavery then its racism.  See?  Bending over backwards to offset race issues is racism sometimes called reverseracism since the former is the overwhelmingly more common sort.,0.545454545,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.6, 'entailment': 97.0}"
740,This situation reminds me of the Conservative Party of Canadas opposition to a parliamentary vote condemning Islamophobia following the terrorist attack on a mosque in Quebec that killed six people.. We must condemn hatred from all sides. You know where these people are all coming from and what their intent is and their followers were blogging the same Islamophobic garbage right here on the Globe website.. They are the same as Trump.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 3.4, 'entailment': 95.8}"
741,NIce dodge sir. So are female rates equivalent to male rates? Even close? crickets Or will that happen when women become EQUAL? Are you admitting that women are not  treated equally in our society? Your hypothesis is falling apart.,0.5,neutral,,none,,['entailment'],"{'contradiction': 4.6, 'neutral': 17.0, 'entailment': 78.5}"
742,You mean the racists who hated having a black president right?,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.8, 'entailment': 98.0}"
743,I am so tired of articles which praise Francis while ignoring his inaction on the scandal his positions regarding women and his refusal to recognize that the position of the Church regarding gays is so terribly wrong.,1,neutral,,none,,['entailment'],"{'contradiction': 1.2, 'neutral': 5.7, 'entailment': 93.2}"
744,if the attack had been perpetrated by a Muslim Trump would have gone to town throwing every ounce of his belligerence and hatred at the perpetrator along with the entire Muslim community.  Hes as much of a miserable piece of garbage today as he was 40 years ago.,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.5, 'entailment': 98.2}"
745,The robot censor seems disinclined to accept some harsh truths but lets try again:  Why is it that despite 70 of serial killers and 8090 of child molesters and massshooters being white most white Americans are fixated on BLACK crime?  Perhaps its related to a longperpetuated doublestandard that when black or brown or Muslim criminals commit crimes its held up as a reflection on their entire communities whereas when white criminals do so its only a reflection on said criminals themselves.  And that in turn seems predicated on a widely held and nearly as frequently denied assumption that was first voiced by satan when his Creator demanded he explain why he refused to make humble himself before Adam as he was commanded: Anna khairum minhumIm BETTER than him. Quran SuratulAraf Ayaa 1112,0.8,neutral,,none,,['entailment'],"{'contradiction': 1.1, 'neutral': 8.0, 'entailment': 90.9}"
746,Who is more marginalized than women?  HmmAlaska Native and American Indian students whose school leaders believe they cant learn?  Young black men who are automatically assumed to be criminals if they drive a nice car?  Legal immigrants who are assumed to be illegal?  People with disabilities?,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 4.3, 'entailment': 95.3}"
747,Why is the DP so reluctant to call this guy what he is  an allAmerican white boy TERRORIST? Does the DP think it is genetically impossible for a white guy top be a terrorist ot is there something more racially sinister at work here?,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 6.1, 'entailment': 93.6}"
748,You dont see the difference between being concerned about immigration and wanting  it slowed or stopped and calling for the death of of Jews and Blacks? You must be blind.,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 7.5, 'entailment': 91.7}"
749,So if black people are being killed off disproportionately then who is doing the killing?,0.567901235,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 3.0, 'entailment': 96.4}"
750,because stupid government prefer nazies in Ukraine...,0.289473684,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.0, 'entailment': 97.7}"
751,Hates women much?  You came here didnt  read the article and scrolled all the way down just to say that?,0,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 10.8, 'entailment': 88.9}"
752,A bit like antigay Republicans secretly trolling for gay encounters ...,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.9, 'entailment': 96.8}"
753,You hate anything nonwhite in America.,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 2.5, 'entailment': 97.2}"
754,Police rejoinder is that black people die breaking the law?,0.7375,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 3.0, 'entailment': 96.7}"
755,Wait.....so a leftist wants more funding for prisons?? Stop the presses everyone....criminal justice and incarceration is no longer a Racist and Oppressive Function of The White Power Structure,0.258064516,neutral,,none,,['entailment'],"{'contradiction': 2.4, 'neutral': 4.5, 'entailment': 93.1}"
756,Great Now show me where anyone said its OK that black cops kill black people.   Its only about race to you isnt it?,0.586666667,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 8.5, 'entailment': 90.8}"
757,Do you really believe there are so few heterosexuals out here that if the Church doesnt mandate heterosexuality the human race will die out?,0.271428571,neutral,,none,,['entailment'],"{'contradiction': 2.9, 'neutral': 6.2, 'entailment': 90.9}"
758,Muslims?  Check.  Jews?  Check.  Blacks?  Check check check.  Hispanics?  Check.  Wonder what he has in store for Asians?  Then Polynesians?,0.528571429,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 2.5, 'entailment': 96.7}"
759,The name was only ever an ironic icing to a shitcake of gentrification. Changing the name doesnt change the fact that the restaurant aims to glorify one of the biggest and most destructive colonial forces in history in one of Portlands historically black neighborhoods.,0.271604938,neutral,,none,,['entailment'],"{'contradiction': 9.0, 'neutral': 22.2, 'entailment': 68.8}"
760,SEIRA CLUB ......is anti life ......and seira club is anti black......,0.590909091,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.0, 'entailment': 98.9}"
761,That Arab fragile bitch can kiss my white ass Guess I can say that too under freedom of speech. Will the GM deleted this ???,0.812760055,neutral,,none,,['neutral'],"{'contradiction': 7.7, 'neutral': 69.8, 'entailment': 22.5}"
762,Thats not the issue. The issue is that Trump said he was going to ban Muslims which violates the 1st Amendment. While the previous president banned people from countries this president stated that he wanted to ban people of a specific religion. Thats a big difference and the one Trump has run afoul of. Obama wasnt that stupid.,0.275,neutral,,none,,['neutral'],"{'contradiction': 5.9, 'neutral': 76.5, 'entailment': 17.6}"
763,Naive fools or strategic globalists with an agenda to destroy white culture and Christianity and who refuse to acknowledge that radical Islam is growing in my country   Do not belong in my Canada,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 6.9, 'entailment': 92.5}"
764,White men blame women. Of all colours. White women blame dark women.,0.55,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 1.5, 'entailment': 97.9}"
765,Its a stupid term. Like Islamophobia.,0.2875,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 7.0, 'entailment': 92.4}"
766,Really.    Its fallible to the point of I cant remember what hotel it happened in or was it Friday or Saturday night.   You dont forget sexually assaulting a 14 year old boy unless you did it to so many the names have even blurred.   Spacey was a predator and is now hiding behind booze memory and gayness.   Hes garbage.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 14.4, 'neutral': 42.5, 'entailment': 43.1}"
767,So you hate blacks?,0.513157895,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.6, 'entailment': 98.3}"
768,The only attack on the demonstrators was the shooting of one by black wannabe gangsters. Is that Trumps fault?,0.621621622,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.1, 'entailment': 97.6}"
769,What a stupid comment.  Im sure there are STILL troops who would ban African Americans from serving.  Should we listen to them?  Dumb MAGAphant.,0.257575758,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 4.2, 'entailment': 95.3}"
770,We kill Muslims and they kill Christians and Jews.  Imagine that.,0.830508475,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.4, 'entailment': 97.3}"
771,White guilt? Quit being so gullible.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 2.3, 'neutral': 10.1, 'entailment': 87.7}"
772,Change the childs mind about what? Being LGBTQ? Or just thinking that LGBTQ people dont deserve to be treated any differently than anyone else? And what real issues are you referring to? There is nothing not real about being LGBTQ.   Spare us your veiled homophobia.,0.5,neutral,,none,,['entailment'],"{'contradiction': 2.6, 'neutral': 7.3, 'entailment': 90.1}"
773,So the white kids can dress up as what then?Cowboys and Vikings?,0.5,neutral,,none,,['entailment'],"{'contradiction': 3.9, 'neutral': 16.1, 'entailment': 79.9}"
774,He praised the strike saying killing Islamic State fighters was a positive move.  Amen.,0.7,neutral,,none,,['contradiction'],"{'contradiction': 90.8, 'neutral': 2.8, 'entailment': 6.4}"
775,What a completely perverse cynical and lying statement to make It serves only to boost his support in the armed and dangerous community. Surely by this point there must be an awful lot of Americans who have had it with mass shootings in the US and the inherent danger of just walking down the street or having dinner in some areas  now theyre not even safe in church. And its not because of those boogeyman Muslim terrorists its because of their fellow Americans with heavy weaponry and mean dispositions,0.5,neutral,,none,,['entailment'],"{'contradiction': 1.3, 'neutral': 12.7, 'entailment': 85.9}"
776,Oh boo hoo Another sob story from the liberal KoolAid factory attempting to make us feel sorry for the most hateful misogynistic homophobic racist group in Canada that produces the vast majority of terrorists. Not that the Globe is taking sides or anything...,0.276923077,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 3.3, 'entailment': 96.2}"
777,race had nothing to do with it ? Ask your birther Nazi loving racist in chief Asian hater.,0.535211268,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 2.2, 'entailment': 97.3}"
778,Kind of thick Chuck. The word faggot has long been used as a homophobic slur. Thats why Pillar used it. Just because youre apparently not aware of this use doesnt mean its not intended that way. And your gay friends use of it has absolutely nothing to do with what Pillar meant when he said it. Think of blacks and their free use of then word within their own culture.,0.7,neutral,,none,,['entailment'],"{'contradiction': 10.2, 'neutral': 19.0, 'entailment': 70.8}"
779,The Trump solution: Round up all the Samoans and Blacks lock em up and deport em.,0.8,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 2.8, 'entailment': 96.7}"
780,Why fo gay guys always think they can get away with misogyny?,0.753424658,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.5, 'entailment': 97.2}"
781,Drop dead.  Seriously  You too Black.,0.7,neutral,,none,,['entailment'],"{'contradiction': 1.1, 'neutral': 12.1, 'entailment': 86.8}"
782,Why does Netflix hate gay people?,0.563380282,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 2.9, 'entailment': 96.9}"
783,A radicalized person giving the opinion on radicalized Muslims. Oh the irony.,0.8,neutral,,none,,['entailment'],"{'contradiction': 1.2, 'neutral': 7.7, 'entailment': 91.2}"
784,..and we are going to specifically say that this applies to hatred against Muslims.  Why specifically?,1,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 9.8, 'entailment': 89.7}"
785,So headlines that include dangerous faggots renegade jews or muslin rape culture arent racist???,0.575,neutral,,none,,['entailment'],"{'contradiction': 11.5, 'neutral': 11.7, 'entailment': 76.8}"
786,So I guess whiteskinned  latinos descended from Spanish Europeans arent allowed in your special fraternity?? That screams of hypocracy.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 5.2, 'entailment': 94.4}"
787,Being one itself the Islamic State should know an idiot when it sees one.,0.263157895,neutral,,none,,['entailment'],"{'contradiction': 1.8, 'neutral': 7.7, 'entailment': 90.5}"
788,Conservative Republicans were willing to trash Barack Obama...  but not because he was black even black conservatives trashed his ideology.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 2.4, 'entailment': 97.0}"
789,Only if you prefer North Korean style law.,0.272727273,neutral,,none,,['neutral'],"{'contradiction': 33.9, 'neutral': 55.9, 'entailment': 10.2}"
790,So Muslims killing French persons is equally irrelevant right? Since everyone has killed someone at some point?,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 6.6, 'entailment': 92.6}"
791,I have read the dumbest generalizations today about blacks and liberals. It is weird.,0.5125,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 4.6, 'entailment': 95.1}"
792,You forgot to mention that Obama is a gay Muslim who is married to a man and was born in Kenya where the Chinese hoax of global warming was created by members of the Bilderberg Group. Whew.... Oh And WTC 5 was a controlled explosion And Grassy Knoll,0.690140845,neutral,,none,,['entailment'],"{'contradiction': 1.4, 'neutral': 3.4, 'entailment': 95.2}"
793,This guy is proof that liberalism is a mental disorder. No matter what the problem its never the bums fault. And yes if you leave needles and feces in a public place for other people to deal with you are a bum.   The best way to deal with these bums is the same way you deal with any rodent stop feeding them.,0.283783784,neutral,,none,,['entailment'],"{'contradiction': 24.4, 'neutral': 17.0, 'entailment': 58.6}"
794,Your example is poor. A better one would be if you said that you hate the racist Black Panthers and then you fired your AfricanAmerican employee for coming into the office late the two would have NO connection.,0.274193548,neutral,,none,,['entailment'],"{'contradiction': 1.3, 'neutral': 5.3, 'entailment': 93.4}"
795,Trump isnt black.  He is a fascist buffoon though.,0.281690141,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.7, 'entailment': 98.0}"
796,Beyond hypocritical article. Obama has befriended rogue antihuman rights antigay enemies of democracy like Iran. Get over your fake newsbased obsession with Russia and Trump liberals.,0.27027027,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 4.4, 'entailment': 94.9}"
797,You cant expect a Satanist to recite the Lords Prayer and you cant expect a Christian to be ok with invoking Satan no more than a Muslim is going to show up for Christmas Mass. Whomever came up with the idea is foolish,0.283950617,neutral,,none,,['neutral'],"{'contradiction': 1.2, 'neutral': 81.0, 'entailment': 17.8}"
798,What an ugly racist thing to say.  I dont know of any white Americans who celebrate the genocide of Native America on Thanksgiving Day or any other day.  Can you name some for us icon?,0.275,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.2, 'entailment': 97.5}"
799,charles dalton:  Every post on here that mentions anything  negative  about BLACKS you Disagree with.  Are you by chance a BLACK person?????,0.578125,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 4.5, 'entailment': 95.1}"
800,Racists and bigots like Trump need to be confronted and challenged. Mostly it is based on ignorance and typically a learned behavior that will be passed on if not confronted. Probably 99 plus of Muslims are just as lawful and patriotic as the rest of us and those that think otherwise probably do not know any Muslims.,0.283783784,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 1.8, 'entailment': 97.5}"
801,Monsieur The Kettle is black...sayeth...Madame The Pot,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 4.5, 'entailment': 95.1}"
802,linda hamilton. you dont like blacks you dont like gays.. who do you like?,0.5875,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.3, 'entailment': 98.3}"
803,Your rush to judge this man is shameful.  He has not even been charged with a crime yet let alone convicted for goodness sake.  This is all starting to smack of a witchhunt with Feminists and SJWs sharpening their pitchforks.,0.271186441,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 3.1, 'entailment': 96.5}"
804,Im an atheist and i dont vote for touchers grabbers rubbers molesters rapers etc ... I donate my time money sweat towards primarily Denver area poor and disadvantaged clean local parks and Colorado wilderness.  And Im going to hell huh ...   I LAUGH AT TODAYS christians they are totally PATHETIC,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 1.5, 'neutral': 3.7, 'entailment': 94.8}"
805,Burly123: Mr Birch hates Chinese Muslims and Black Canadians too.,0.714285714,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 2.4, 'entailment': 97.4}"
806,The most hated Women in Ontario Ho Ho Ho and a Merry Christmas to you..,0.258064516,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 2.7, 'entailment': 96.9}"
807,hire someone who is NOT a cishet white man even if that person is the most qualified because hes had the most opportunities  That is Straight up racist and sexist.,0.5125,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.2, 'entailment': 98.6}"
808,So ESPN believes it is appropriate to punish and insult an Asian for the deeds of a racist Democrat? No need to look hard for a good reason to stop watching a networks excrement: this was easy,0.256756757,neutral,,none,,['entailment'],"{'contradiction': 1.6, 'neutral': 23.8, 'entailment': 74.6}"
809,Right so why dont you just state what type of animal you think blacks are? You characterize human beings as less than farm animals. RACIST POS.,0.571428571,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 1.6, 'entailment': 98.0}"
810,Canada has a much smaller proportion of black folks than the US. Do you think that may be a reason for the greater civility?,0.7,neutral,,none,,['entailment'],"{'contradiction': 1.5, 'neutral': 5.9, 'entailment': 92.6}"
811,Trump tweeting after meeting the Pope: Old latino woman in white dress and funny cap met me at the door. Ugh Grabbed her by the      anyway.  What A crossdresser. Disgusting. Shouda known. Vatican sick. Im outa there. Walked into a door on way out. Eye will be ok.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 11.7, 'entailment': 87.5}"
812,Once again an innocent driver is attacked by roving gangs of pedestrian thugs throwing themselves at his vehicle merely for appearing to be Muslim  How long oh lord how long....?,0.9,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 2.6, 'entailment': 97.0}"
813,Good one black ,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 3.7, 'entailment': 95.6}"
814,WOHLESS COMMENT from an mental ill women. Go back on your meds and stop embarrassing yourself with your gross ignorance.,0.257142857,neutral,,none,,['neutral'],"{'contradiction': 10.6, 'neutral': 65.2, 'entailment': 24.2}"
815,hey bitch all information that anyone can get. Hey go fuck yourself illegal.,0.284795322,neutral,,none,,['entailment'],"{'contradiction': 2.6, 'neutral': 28.8, 'entailment': 68.6}"
816,If you had said usually old and black why someone would say you are a racist.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 5.5, 'entailment': 94.0}"
817,Gays,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 2.8, 'entailment': 96.8}"
818,Sorry you have a right to be offended.  Still what you said about Fr. James was also inappropriate. My point was that James probably is asexual not gay.,0.833333333,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 5.1, 'entailment': 94.4}"
819,The typical delusion of the stupid and blind ideologues of the Trump mentality. Without government spending nothing in this nation would be functioning. You believe you are some Aryan super being devoid of any responsibility for any part of society except your own selfish interests. The NaziFascistWhite Supremacist ideology devoid of any humanity or conscience. Crawl back into your bunker you evil bastard.,0.28125,neutral,,none,,['entailment'],"{'contradiction': 18.8, 'neutral': 8.7, 'entailment': 72.5}"
820,Eminem is a punkass white boy who thinks hes black like his fan Colon.  To bad Colon only beez halfwhite which makes him a punkass halfwhite boy,0.542857143,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.0, 'entailment': 97.6}"
821,Somebody please tell me what the likely outcome would be had the word black been used instead of white in the sentence  you motherfcking white btch.,0.5125,neutral,,none,,['entailment'],"{'contradiction': 1.6, 'neutral': 22.8, 'entailment': 75.6}"
822,Nothing is stopping you from donating your time and money now. So put your own money where your mouth is before irrationally slurring ammosexuals? really? Kinda juvenile dont you think? Heck kinda homophobic by association and blaming all gun owners for the actions of a minority of criminals.,0.257142857,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.4, 'entailment': 98.4}"
823,how many relatives have you lost to Nazi ? What the f... wrong with you ? How the hell you can compare Donald to Adolf ? Did he kill millions of Jews Poles or Russian ?,0.283783784,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.0, 'entailment': 98.9}"
824,aa another liberal left wing insulting reply from hate  keep proving to canada that stupidity idiot,0.266666667,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 6.1, 'entailment': 93.5}"
825,It may not be legal but it is ALWAYS ok to punch a Nazi in the face. . I might not do so but I also would not intervene to stop it. . To the best of my knowledge Hebdo cartoons did not advocate for the removal of Muslims from France.  Big difference,0.6,neutral,,none,,['neutral'],"{'contradiction': 4.9, 'neutral': 82.4, 'entailment': 12.7}"
826,What fearful hypocrite spends their free time to take rights away from others?  Scared lost soles thats who.   So you are afraid of a gay wedding cake?  What would Jesus Do? Not this.  Get with the times and move on.  Go feed the poor.  Help others.  Minnery gives Religion a bad name...  I pray you see the light some day and bring love into your cold heart.  Please stop wasting the legislatures time... the voters have already spoken.,0.2875,neutral,,none,,['entailment'],"{'contradiction': 2.2, 'neutral': 8.5, 'entailment': 89.3}"
827,You are right but I like to think they are small but strident minority.  And dont forget  it is all to easy to hide behind the relative anonymity of the internet.   There are probably a few who truly do believe that all Muslims are terrorists and we should either deport or intern them immediately.  No doubt they also believe that Trudeau is at heart a Marxist and that a man like Trump is a saviour rather than a mendacious and immoral buffoon.,0.289473684,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 4.4, 'entailment': 95.0}"
828,And thee very worst of all do not match her bigoted antiwhitepoor biases.,0.5375,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.1, 'entailment': 98.7}"
829,I CAN HAMMER LIEING PIECES O SHT IN OTHER WORDS YOU AND YE GIMP BRIGADE ARE GETTING NOWHERE IN LIFEYOU AND YE FAKE MATES TOO BUSY SNIFFING UP ONE ANOTHERS ASS TO KNOW THE DIFF BETWEEN WINNING OR LOSINGYOU SEEN NOTHING YET FGGOT,0.25943647,neutral,,none,,['entailment'],"{'contradiction': 2.5, 'neutral': 4.1, 'entailment': 93.4}"
830,MOST OF THE MEN WHO ARE IN THAT CULT ARE PEDOPHILES ITS A PEDOPHILE RING..FBI SHOULD BE WATCHING FLAT EAHERS 247....THEY ARE ABUSING CHILDREN,0.257142857,neutral,,none,,['entailment'],"{'contradiction': 7.7, 'neutral': 6.2, 'entailment': 86.1}"
