comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
Furthermore most socalled conservatives are ignorant illiterate smelly and unwashed. And go to churchLMAO. And think theyre going to heaven...,0.283783784,bias,conservatives,political,prejudice against conservatives,neutral,"[-1.2840702533721924, -0.09634876996278763, 1.0206438302993774]"
Donald is a woman hater and he cant stand that a woman is as powerful as he is.,0.253521127,neutral,,none,,contradiction,"[4.7830491065979, -2.6480777263641357, -1.970823884010315]"
Most Islamic bombers come from close knit and pious families with both parents and close ties to a mosque.,0.5,bias,muslims,religion,prejudice against muslims,contradiction,"[2.44222354888916, -2.5777759552001953, 0.012970506213605404]"
There is no such thing as islamophobia  There is just saying things muslims dont like and so they whine and complain about it.  Grow a spine.  And stop treating your women like chattel.,0.5,bias,"muslims,women","religion,gender",prejudice against muslims and towards women,entailment,"[-0.8649168610572815, 0.4762144088745117, 0.047311533242464066]"
White millennials exhibit about as much racial prejudice as measured by explicit bias as white Gen Xers and boomers.  Millennials overall are more racially tolerant than earlier generations  but thats because young people today are less likely to be white.  All ages of Whites racist millennials less likely to be white therefore more racially tolerant.,0.833333333,neutral,,none,,contradiction,"[4.6575493812561035, -2.889972686767578, -1.6000285148620605]"
shame on the gutless cops for caving in to BLM...shame on Pride for signing all the demands in last years parade..it seems that Black gays are more important and entitled then nonblack gays,0.859649123,bias,blacks,race,prejudice against gays,neutral,"[-0.9770974516868591, -0.17221884429454803, 0.802609920501709]"
actually many would love to see a statue of Joseph McCarthy.   he got rid of all those blood stained commies and queers,0.6,bias,queers,lgbtq,prejudice against queers,neutral,"[-1.0036431550979614, -0.42983001470565796, 1.0331614017486572]"
All religions  are dangerous fictions but Islam has been leading the pack lately. 72 dead in Afghanistan the other day for example.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-1.0309993028640747, -1.0879619121551514, 1.6853516101837158]"
White genocide.,0.7,bias,whites,race,prejudice against whites,entailment,"[-1.8743218183517456, 1.7620524168014526, -0.42548906803131104]"
If those darn Muslims werent here to start with that white guy wouldnt have had to stab people...,0.9,bias,"muslims,whites","religion,race",prejudice towards muslims and whites,neutral,"[-0.8822512030601501, -0.34766989946365356, 0.8875887393951416]"
My advise to black South Africans is to be very careful. The white South Africans will use every trick in the book to undermine your governments and your leaders. They want power back although they still control majority of the wealth of your nation.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-1.6817448139190674, 0.007907809689640999, 1.3092697858810425]"
how dare they take the person most qualified rather than the white male,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.5883179903030396, -0.3893424868583679, 1.5587005615234375]"
Slviad mother was frightened by a Negro when Sylvia was in the womb.,0.614285714,bias,blacks,race,prejudice against blacks,neutral,"[-1.7732839584350586, -0.18069802224636078, 1.5803778171539307]"
Very unusual for someone with no criminal history to all of a sudden decide hes going to commit mass murder of innocent people then kill himself. It makes no sense at all. The only explanation Ive heard so far that makes any sense is that he may have converted to Islam.  And Muslims wonder why many Americans dont want to let them in the country.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-0.9490145444869995, -1.6463439464569092, 2.209031581878662]"
Keep your closeted gay fantasies of this comment section please....,0.675,bias,gays,lgbtq,prejudice against gays,contradiction,"[0.5988597273826599, -1.1932018995285034, 0.40131518244743347]"
While considering the misfortune of this woman and her family consider that experts say illegal immigration to the United States in recent decades has tended to depress both wages and employment rates for lowskilled American citizens a disproportionate number of whom are black men.,0.5,bias,"blacks,men","race,gender",prejudice against black men,neutral,"[-1.3901712894439697, -0.6102015972137451, 1.6481398344039917]"
OH yes  Were those evil Christian Missionaries many of whom were slaughtered by the Indians or lost their lives due to disease starvation etc. lumped in with those genocidists you mention ? yes I did make up a word just as you make up stories.,0.7,bias,christian,religion,prejudice against christians,entailment,"[-2.494964122772217, 1.1986688375473022, 0.8733460903167725]"
What do ObamaJohn Lewis and Loretta Lynch have in common? Failed black politicians spouting their mouths off,0.571428571,bias,blacks,race,prejudice against blacks,neutral,"[-1.2421423196792603, -0.8417017459869385, 1.6410181522369385]"
Young black males wont get respect until they pull their pants up get a job buy a belt and stop rioting and looting at every opportunity.,0.8,bias,blacks,race,prejudice against blacks,entailment,"[-1.777984857559204, 0.9029929041862488, 0.46301373839378357]"
WOHLESS COMMENT from an mental ill women. Go back on your meds and stop embarrassing yourself with your gross ignorance.,0.257142857,neutral,,none,,contradiction,"[2.4212255477905273, -2.51648211479187, -0.10025373101234436]"
Why? and what has that to do with the topic other than most those corporations are Jew Corporations and Socialism Communism feminism fiat currency and multicult chaos was all their doing through Jew lobbies hell whats happening in Syria Afghanistan Iraq ect is all Jew sponsored Terrorism. The Talmud preaches death to gentiles so why should I care if the goose is getting what it feeds the gander? Screw the Jews they created this world mess.,0.8,bias,jews,religion,prejudice against jews,neutral,"[-1.2493596076965332, -0.07165852934122086, 0.9177201986312866]"
Jesse Jackson said he would do the same thing at the sight of young black males approaching him that is he would cross the street to avoid them. It shamed and crushed him to say it but bravely say it he did.,0.7,bias,blacks,race,prejudice against blacks,neutral,"[-1.991307258605957, -0.7481743097305298, 2.384803533554077]"
The Troyan horse of Islam is only just starting. A fascist religion with the goal of destroying the West. How ignorant can we be to allow Islam into the US ?,0.575,bias,muslims,religion,prejudice against muslims,neutral,"[-1.0370376110076904, -1.0458664894104004, 1.6063958406448364]"
You are joking right? Historically Christianity has been far more oppressive and done far more damage. And today the Buddhists in Myanmar are showing that even that religion can house violent thugs. If you actually look at the daily media space you see far more of it taken up by Christian issues like homophobia right to choice etc. You are blind to your own biases.,0.5,bias,christians,religion,prejudice against christians,neutral,"[-1.0849159955978394, -1.1498881578445435, 1.8661543130874634]"
Actually during Trudeaus second term were getting rid of people with non Canadian values.  That will get rid of the ReformaCons and any AltRight sorry I meant to use the correct term White Supremacists...,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.4325639009475708, -0.5115107893943787, 1.526642918586731]"
Most of us had no choice these ungrateful Muslim refugees were shoved down our throats for photo ops by bleeding heart Liberals,0.9,bias,muslims,religion,prejudice against muslims,neutral,"[-1.1656358242034912, -0.013303804211318493, 0.77763432264328]"
Muslims do not assimilate. Muslims infiltrate. It is called Hijrah jihad by immigration.,0.6,bias,muslims,religion,prejudice against muslims,contradiction,"[1.6192978620529175, -1.7729307413101196, -0.02002605050802231]"
Eminem is a punkass white boy who thinks hes black like his fan Colon.  To bad Colon only beez halfwhite which makes him a punkass halfwhite boy,0.542857143,neutral,,none,,contradiction,"[4.245497226715088, -2.7023606300354004, -1.4275997877120972]"
Wow...not enslaving Blacks enslaves us all? You live in a logic free alternate reality...,0.5875,bias,blacks,race,prejudice against blacks,neutral,"[-0.9077606797218323, -0.3967210352420807, 0.9397992491722107]"
You are another who reads the gospel as saying Love your neighbor as yourself unless your neighbor is gay. That neighbor you shpuld loathe and reject.,0.535211268,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.851063072681427, -0.4074675142765045, 0.9033713936805725]"
Just another black man raping white women.    Ho hum.,0.948453608,bias,blacks,race,prejudice against blacks and towards whites,neutral,"[-0.7551356554031372, -0.49121442437171936, 0.9144544005393982]"
Go into any late night Chinese restaurant at 3 AM and watch how the black patrons treat the Asian staff.  Then try to tell me with a straight face black folks cant be racist.,0.7,bias,blacks,race,prejudice against blacks,neutral,"[-1.269073247909546, 0.1428801566362381, 0.7941374182701111]"
Frederica is one dumb Black Woman who has no business being in congress. She belongs back in the hood or in Africa with the rest of the apes and monkeys. Her mentality certainly fits..,0.949917446,bias,blacks,race,prejudice against blacks,neutral,"[-1.6843225955963135, -0.5420853495597839, 1.7975767850875854]"
Not until black Americans  and even black Canadians are prepared to admit and do something about the destructive forces they create with in their own communities with drugs weapons  violence fatherless children  rejection of education and racist hatred for other  people  little will change.  Blaming Trump is just a way to divert attention and responsibility. You could blame Obama just easily but wont.,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-1.8084328174591064, 0.37963855266571045, 0.948429524898529]"
this is indoctrination 101 as if racism doesnt happen from the left or black community no never  god help this young woman to deal with the brain washing bs the lunatic left is doing to her.,0.285714286,neutral,,none,,contradiction,"[4.164308071136475, -2.5936896800994873, -1.4194955825805664]"
Cant I say this?? Muslims want their religious beliefs to be the law of the land. The harder they push the more pushback there will be. Look at whats going on in England and France... it could easily happen here.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.8866313695907593, -0.0400238074362278, 1.4805262088775635]"
Canadians have been fooled and are now the most stupid people on the planet. They have chosen to give away more and more of their earnings to government for no logical reason. I will not pay any more.,0.52,bias,canadians,race,prejudice against canadians,neutral,"[-1.4262423515319824, -0.43745043873786926, 1.4254016876220703]"
Please cite some evidence that any Catholic rapist has used that defence,0.8,bias,christians,religion,prejudice against christians,neutral,"[-0.22178103029727936, -1.2576286792755127, 1.2457307577133179]"
I know it makes you feel good like a white supremacist should but the truth is youre descended from the same monkey as the rest of us.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.4778530597686768, -0.07928867638111115, 1.1885910034179688]"
Nice antiAmerica antiWhite androphobic rant.  How much reparations  would it take to forever buy off the descendants of slaves?  Got a number for us?  How many are clamoring to ditch this hell hole called America and return to the Watusi jungle  free from evil white males..... like the jungles of Chicago?,0.833333333,bias,"whites,men","race,gender",prejudice towards white males,entailment,"[-2.0254030227661133, 0.8756096959114075, 0.6728257536888123]"
The only one who needs to fix his relationship with black America is Obama.  Blacks have little or nothing to show for progress and improvement during Obamas years as President.,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-1.5284209251403809, -0.8553083539009094, 1.9160614013671875]"
if hes muslim its terrorism if its Vegas shooter its lone wolf mentally disturbed person.,0.6,neutral,,none,,contradiction,"[3.6568870544433594, -2.457670211791992, -1.061389684677124]"
You said it they just want to be white.  Same like some of responses to my comments.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.1085180044174194, -0.47332826256752014, 1.2808620929718018]"
The cop killed Brown in cold blood because he was black. Thats a lie.,0.5125,bias,blacks,race,prejudice towards blacks,neutral,"[-1.2312514781951904, -0.3094777762889862, 1.1639626026153564]"
Older white man older black man older Asian or Hispanic man? Have we gotten so concerned with being PC that we wont even fully and properly identify a potential sexual predator?,0.253731343,neutral,,none,,contradiction,"[4.901845932006836, -3.149846076965332, -1.5392873287200928]"
Didnt think the police arm themselves to kill Jews Blacks and any other races opposed to white supremacy.,0.567567568,bias,"jews,blacks,whites","religion,race","prejudice towards jews,blacks and against whites",entailment,"[-1.588442087173462, 0.904315710067749, 0.2190542370080948]"
Was Black too mean? Are you kidding?? The wussification of America continues.,0.5125,bias,blacks,race,prejudice against blacks,entailment,"[-2.437415361404419, 1.5817641019821167, 0.3090052604675293]"
are you white trash?,0.85483871,bias,whites,race,prejudice against whites,neutral,"[-1.6154122352600098, 0.16863906383514404, 1.0549166202545166]"
Inducing Islamophobia is the most officially desired goal of islam itself. In sharia law all muslims  even their infants  are to be seen as Objects of Fear by all infidels. The Quran commands terrorism. So when rational people tend to condemn and bash islam and muslims based on fear its out of knowledge of its official tenets not ignorance.,0.8,bias,muslims,religion,prejudice against islam,neutral,"[-1.407183289527893, -0.43524491786956787, 1.5534734725952148]"
Neil youre right.  Australians just have to get shot because they gave up their guns so now only criminals have them.,0.6,neutral,,none,,contradiction,"[2.836209535598755, -2.4097094535827637, -0.3494715690612793]"
A Muslim from Montreal tried to kill security office in Flint Michigan. Where is that story?,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-0.7999093532562256, -0.6789091229438782, 1.0698859691619873]"
First: M103 was first proposed in Dec 2016 prior to the shootings in Quebec.  Second: All Canadians are no more responsible for the  tragic shooting in Quebec by a deranged lone wolf than moderate muslims are responsible for the acts of ISIS.,0.6,bias,nuslims,religion,prejudice against religion,neutral,"[-1.0399895906448364, -1.0683484077453613, 1.6541316509246826]"
Blackbullied? Racist much?,0.5,bias,blacks,race,prejudice against blacks,entailment,"[-2.7846460342407227, 1.768693208694458, 0.45880016684532166]"
Its an aggression by US and its helping ISIS and other Islamists. What a mess and what a disgrace.,0.264705882,neutral,,none,,contradiction,"[3.815202236175537, -2.9053943157196045, -0.7819490432739258]"
as it should since the resolution denies jews rights it  is a formula for continued war.,0.8,neutral,,none,,contradiction,"[3.4886791706085205, -3.1951639652252197, -0.223457470536232]"
Shes gonna be the President Seems like a long way to me in just a hundred years of voting.   It must just suck to be an ignorant white male its got to hurt to see that your kind is dying off.,0.626666667,bias,whites,race,prejudice against whites,neutral,"[-1.4844921827316284, -0.8600724339485168, 1.9247137308120728]"
This above comment is based in the Watchtower of 1969 condemning organ transplants as cannibalism now it is up to the member to decide what is the better option not with blood transfusion  still it is considered a sin and a reason to be expelled. Jehovahs Witnesses is an evil sect.,0.6,neutral,,none,,contradiction,"[3.5241270065307617, -3.318478584289551, -0.17742042243480682]"
Trust me. it is no privilege being white with racists like you blaming me for everything you and your kind get wrong.,0.571428571,neutral,,none,,contradiction,"[1.4195318222045898, -1.1660163402557373, -0.3540218472480774]"
Homosexual Leftists...like Larry Craig Denny Hastert and Mark Foley..???,0.625,bias,liberals,political,prejudice against liberals,neutral,"[-0.28343090415000916, -0.955321192741394, 0.9722375869750977]"
Im just repeating the Mantra of the liberal apologists and President Obama as he releases hundreds of Federal felons.  They arent really criminals theyre only convicted Felons because they are black.,0.7,neutral,,none,,contradiction,"[3.0722568035125732, -2.6056559085845947, -0.48417744040489197]"
These Jews dont stop. Welcome to Weimerica folks brought to you by commies like Ms. Weintraub,0.8,bias,jews,religion,prejudice against jews,contradiction,"[1.4775079488754272, -1.3048584461212158, -0.23689958453178406]"
Fire his black ass,0.888469828,bias,blacks,race,prejudice against blacks,neutral,"[-1.3693454265594482, 0.11810051649808884, 0.9125661849975586]"
Youre a real bigot.  How dare you belittle middle age white people Its funny to hear you talk about routes,0.2625,neutral,,none,,contradiction,"[5.084237575531006, -2.9933364391326904, -1.902402400970459]"
GOP is composed mostly of white trash inbreeds? Says a whole lot about how intelligent and tolerant you are.,0.539473684,bias,whites,race,prejudice against whites,neutral,"[-0.6721863150596619, -0.8114633560180664, 1.1063367128372192]"
Yes Victoria we are all out to destroy it.  Now would you please give us your opinion on the tens of thousands of children who were sexually abused by priests and on those Popes Cardinals Bishops and Vicars Episcopal and General who covered up en masse?   Were waiting...,0.5,bias,christians,religion,prejudice against christians,neutral,"[-0.8018836379051208, -1.1419742107391357, 1.5161317586898804]"
Yeah sharia I guess. Punish the women after the sexual assault. Thats the equality they often beg for.,0.5,bias,"muslims,women","religion,gender",prejudice against muslims and women,neutral,"[-0.816606879234314, -0.9203219413757324, 1.4099162817001343]"
Burly123: Mr Birch hates Chinese Muslims and Black Canadians too.,0.714285714,neutral,,none,,contradiction,"[4.551119804382324, -2.8935141563415527, -1.4399365186691284]"
You ARE giving the Muslims a pass. Check out the Quran. You are an Infidel Paul Scott worthy  only of death. Taqiyya is their moral authority that teaches it is good and religiously correct to lie to cheat rape and murder infidels whenever it benefits the Muslim.  Interestingly enough Christians are taught to love their enemies as they love themselves. small difference?,0.5625,bias,muslims,religion,prejudice against muslims,neutral,"[-0.24951881170272827, -1.022213101387024, 0.9173609018325806]"
If you arent aware of white privilege in the US then you must have been living as a hermit.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.5056065320968628, 1.172607421875, -0.17746934294700623]"
It is not the vehicle but the Muslim at the wheel we have to watch out for.,0.7,bias,muslims,religion,prejudice towards muslims,neutral,"[0.22428880631923676, -1.253827691078186, 0.7831619381904602]"
That wouldnt make the English xenophobes happy. Those guys would probably like to leave the Commonwealth if it would stop all those pesky darkies and Muslims from getting in.,0.65,bias,muslims,religion,prejudice against muslims,neutral,"[-1.388986587524414, 0.3909573554992676, 0.6183581948280334]"
Yea men are bums. Selfish louts.,0.546875,bias,men,gender,prejudice against men,neutral,"[-1.8622556924819946, 0.47678160667419434, 0.9310590028762817]"
Its like Muslim refugees coming to Canada. . Saudi Arabia Kuwait  and Dubai dont want them.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.7575498819351196, -0.8425734043121338, 2.1780295372009277]"
Hillarys  Negro dialect    URL ?qhillarynegrodialectviewdetailmid221D2EF086B6A0532AB7221D2EF086B6A0532AB7FORMVIRE,0.287878788,neutral,,none,,contradiction,"[2.329429864883423, -2.898428201675415, 0.41062694787979126]"
Have you done any research on what happened BEFORE we dastardly white Americans bought Alaska from the Russians? How they were treated by Russian trappers and traders? Not everything can be blamed on white Americans my friend.,0.5,bias,whites,race,prejudice against muslims,neutral,"[0.15857458114624023, -2.429382562637329, 1.9088104963302612]"
Its not  weapon. Chinese arent known for quality or efficiency...just cheapness.,0.7,bias,chinese,race,prejudice against chinese,neutral,"[-1.173688292503357, -0.863711953163147, 1.6078346967697144]"
Why would Mitch buy weed from this Lowlife when he could buy it anywhere . Im assuming this White trash did not know Pot is legal In Colorado when he made that statement to police . Another stellar example of a well rounded and educated Alabama Voter..How did Alabama swing last November ?? Hummmm .. A pattern perhaps ?,0.6,bias,whites,race,prejudice against whites,neutral,"[0.09415341168642044, -1.928544521331787, 1.4374752044677734]"
What has Trump done to help black people?  You cant accuse the Clintons unless your guy beats them.  So please share what hes done thats so much better.,0.5,neutral,,none,,contradiction,"[2.0453789234161377, -2.079148769378662, -0.0923711284995079]"
Who cares if women march to protest Trump becoming 45th US President??  Brainless act  by silly women with nothing important to do with their time ,0.525,bias,women,gender,prejudice against women,neutral,"[-1.8687688112258911, -0.32669663429260254, 1.7807270288467407]"
34000 black Muslims belonging to black lives matters and the muslim brotherhood killing each other.  you just wrecked your sophist argument,0.625,bias,muslims,religion,prejudice against muslims,neutral,"[-0.6562818884849548, -0.4973016381263733, 0.8137712478637695]"
Has Pat Robertson weighed in to blame it on The Gays yet?,0.833333333,neutral,,none,,contradiction,"[4.9731645584106445, -2.9761734008789062, -1.7674285173416138]"
Or a few drunk lesbians.,0.571428571,neutral,,none,,contradiction,"[4.206864833831787, -2.82416033744812, -1.227888822555542]"
Hates women much?  You came here didnt  read the article and scrolled all the way down just to say that?,0.0,neutral,,none,,contradiction,"[3.335469961166382, -2.752401828765869, -0.5056557655334473]"
I get what youre saying NeoNazi GOOD Muslim BAD...MAGA,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-0.856201171875, -0.11377059668302536, 0.6807847619056702]"
Statistically the victim would be a young black male shot by the same.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-1.347475528717041, -0.6586328744888306, 1.5914182662963867]"
The reason we dont have more reasonable DwD laws like Mr. Yelle is advocation for is mainly because of religious stupidity.,0.554054054,neutral,,none,,contradiction,"[4.782135009765625, -2.972597360610962, -1.566947102546692]"
Ah the ol Not an Islamic Terrorist just a closeted self hating gay misdirection... Well played media well played,0.8,neutral,,none,,contradiction,"[2.6723403930664062, -2.1213483810424805, -0.5659080743789673]"
The last time I saw two great big confederate flags was last summer in Eagle River mounted on both sides of a big 4wheel drive pickup racing through the main drag acting like the fools they are. It scared me. That flag does not represent America. It represents slave ownership. It represents white power. It is repugnant.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.7135175466537476, -0.3142697811126709, 1.674231767654419]"
niggas on the runnow your day is done bow wwow wow yippeo yippieyay,0.575757576,bias,blacks,race,prejudice against blacks,neutral,"[-0.36064648628234863, -0.789337694644928, 0.8384087085723877]"
They are so full of it they were never going to visit anyways now they think they are going to make Trump feel bad go back to your coke snorting and closeted gay sex boys,0.5875,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.1928387880325317, -0.3310754895210266, 1.1744383573532104]"
problem is too distinguish the Real Gay from the Fake Gay for Conservatives this is a problem for Liberal progressive it is not because they naively think there is no such thing as Fake Gay,0.5875,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.1087315082550049, -0.5365889072418213, 1.292242169380188]"
Your post is vile and hateful. You and this Muslim terrorist have much in common namely you didnt read our countrys Constitution: you dont have the freedom to murder people now matter how much you and other Leftists wish to bastardize the 2nd Amendment.,0.9,bias,muslims,religion,prejudice against muslims,neutral,"[-1.8425155878067017, 0.39372631907463074, 1.0174344778060913]"
hey bitch all information that anyone can get. Hey go fuck yourself illegal.,0.284795322,neutral,,none,,contradiction,"[2.3352324962615967, -2.581195592880249, 0.0850471779704094]"
So when you granddaughter gets raped by a Muslim kid with no hope for the future because his familys welfare ran what then?  Stand up or go away,0.642857143,bias,muslims,religion,prejudice against muslimss,neutral,"[-0.7685641646385193, -0.6449833512306213, 1.0580649375915527]"
I agree with you the white lefties globalists are the most hypocritical humans of them all. They are the cancer of the white race Being racist doesnt mean to be cruel to other races.When a black woman told me that with 10 whites left on earth in 2016 there were 9 too many.Now  that is not racism but cruelty.,0.6,bias,"left wing, blacks, whites","political, race","prejudice against lefts,blacks and whites",contradiction,"[0.9770441055297852, -1.7494678497314453, 0.5468197464942932]"
The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing noncompetitive. Ive been treated very unfairly by this judge. Now this judge is of Mexican heritage. Im building a wall OK? Im building a wall. Donald Trump accusing U.S. District Judge Gonzalo Curiel who is presiding over the fraud case against Trump University of being biased against him because of his Mexican heritage despite the fact that he is a U.S. citizen who was born in Indiana CNN interview June 5 2016  Black guys counting my money I hate it. The only kind of people I want counting my money are short guys wearing yarmulkes Those are the only kind of people I want counting my money. Nobody elseBesides that I tell you something else. I think thats guys lazy. And its probably not his fault because laziness is a trait in Blacks.  Cont,0.7,neutral,,none,,contradiction,"[3.436807870864868, -2.4458844661712646, -0.8932029008865356]"
You must be white.,0.5,bias,whites,race,prejudice towards whites,neutral,"[0.28278848528862, -1.3082478046417236, 0.7392256259918213]"
Yawn  Yet another specious attempt at moral equivalency between Christianity and the other religion not to mention the members of the Catholic clergy and the general Muslim population.,0.6,bias,christians,religion,prejudice against christians,neutral,"[-0.2631363868713379, -0.7912556529045105, 0.7940854430198669]"
By disappearing you are F..ing your country how can we trust these bastards to be loyal to us? no more muslim terrorist in our country,0.676923077,bias,muslims,religion,prejudice against muslims,neutral,"[-1.037864089012146, -0.2563244700431824, 0.9113373756408691]"
But why doesnt he hire black south african attorneys instead of kemp j kemp in the spirit of radical economic transformation? lol,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-1.2013561725616455, -0.7846083641052246, 1.5782256126403809]"
You have vehemently condemned sexual acts between members of the same sex.  And that gay encompasses sodomy is YOUR interpretation. It is not the interpretation of actual gays.,0.9,neutral,,none,,contradiction,"[2.8505492210388184, -2.5074379444122314, -0.38171151280403137]"
Dont forget Muslims.  There are endless tales in the Globe of how  they are all such wonderful wonderful people and the only bad people are white Canadians  who ask questions.,0.7,bias,canadians,race,prejudice against canadians,neutral,"[-1.362722396850586, -0.4093262851238251, 1.387545108795166]"
FBI Dir Muellers Purge of Training Material Deemed Offensive to Muslims  URL ,0.5,bias,muslims,religion,prejudice towards muslims,neutral,"[-1.9036704301834106, 0.7021008133888245, 0.7808992266654968]"
And you rely on being black to explain all failures.  You accept no personal responsibility and insist all blacks are the same.  Fortunately I know many blacks who are and have been successful without needing a crutch like affirmative action so I know that it is just you who feel inadequate.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-0.2564259469509125, -0.602457582950592, 0.5983963012695312]"
Lack of adherence to Church morality aside he should be fired for basic stupidity.  Seems he would have us believe that before the year 2000 when the overwhelming majority of the world was hetero and still opposed gay sex the majoritys opposition was based on their own sexual maladjustment.  Got that?  So the ones who were sexually welladjusted were the REST of the population  the small minority: the worlds gays.  Wow,0.613504823,bias,gays,lgbtq,prejudice against gays,entailment,"[-1.1115962266921997, 0.817435085773468, -0.14939962327480316]"
Kid Rock is a redneck like Rachel Dolezal is a black women.,0.5,neutral,,none,,contradiction,"[3.3598949909210205, -2.191093921661377, -1.0586823225021362]"
Trumps Signals to White Supremacists Arent Dog Whistles. Theyre Flares. From Charlottesville to DACA hes following a pattern that we ignore at our peril.,0.6,bias,whites,race,prejudice against whites,neutral,"[-1.987708330154419, 0.5008751153945923, 1.0359926223754883]"
Blacks and browns are huge drains on society,0.961879724,bias,"blacks,browns",race,prejudice against blacks and browns,neutral,"[-2.050039052963257, -0.078443244099617, 1.6797740459442139]"
So put the cemetery in your community or better right beside your house Alceste. Put your mney where your mouth is.  You blab about racist this and racist that. Its nauseating. We arent racist we are questioning the special privileges given to this rabble who kill women rape girls blow people up and demand sharia law. The demand special privileges none of us get.  White culture in Canada is disappearing. You Muslim lovers are destroying your families future  Yet you ramble on day after day.....  I now bet in fact you a  agent provocateur Muslim plant in Montreal and your name is Akhbar  Get off your commie leftist ass and move the cemetery to your street Hopefully will shut you up once and for all.,0.571428571,bias,muslims,religion,prejudice against muslims,neutral,"[-1.220438003540039, -1.096277117729187, 1.9009253978729248]"
A self loathing white male. The most useless form of humanity of the planet.,0.514285714,bias,whites,race,prejudice against whites,neutral,"[-2.2247281074523926, 0.60065758228302, 1.1444135904312134]"
Yes...its the homo stuff.   Deal with it.,1.0,bias,homosexuals,lgbtq,prejudice towards homosexuals,neutral,"[0.6525719165802002, -1.6305041313171387, 0.7264188528060913]"
Give whats left to the tribe us poor white people always get the shaft.,0.267857143,neutral,,none,,contradiction,"[2.3389036655426025, -2.0004947185516357, -0.3606988191604614]"
I would grant Muslim women the right to wear the face coverings in public if they agree to lift them without a lot of fuss  in banks hospitals public transit  airports and airplanes while driving in court and when requested by police officers for the purposes of identification. But they wont because they know the burqa is all about keeping secrets. There is mischief under the veils.,0.5,bias,"muslims,women","religion,gender",prejudice against muslim women,neutral,"[-1.7439779043197632, -0.6629737019538879, 2.0486502647399902]"
Lock him up Lock him up  Lock the smiling lying christian crusader Mike Pence.  Lock him up,0.5,neutral,,none,,contradiction,"[3.1730284690856934, -2.877169132232666, -0.24633672833442688]"
Im sad to say that Im not surprised. I just say no however to brown white supremacists with ethnic origins.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.59852933883667, 0.05869046598672867, 1.1676220893859863]"
Immigration is only a privilege not a right. There is no Muslim right to immigrate to the west.,1.0,bias,muslims,religion,prejudice towards muslims,neutral,"[-1.5159342288970947, -0.7025622725486755, 1.7997987270355225]"
Obama was a failed social experiment. A community organizer who showed the world he couldnt organize a two car funeral. A failure right to the end. Criminals let out of prison at alarming rates....most of them black.,0.7,bias,blacks,race,prejudice against blacks,neutral,"[-1.3729538917541504, -1.2771403789520264, 2.240985870361328]"
Yep women and blacks just needed a good swat on the rear and life would have been much easier.,0.8,bias,"women,blacks","gender,race",prejudice against women and blacks,neutral,"[-1.7702245712280273, 0.34419089555740356, 1.0015610456466675]"
The Buddhists love to poison themselves with anger greed and arrogance  Satan.   Let your anger go to the dark side of the force and start killing someone including babies.,0.578125,bias,buddhists,religion,prejudice against buddhists,neutral,"[-0.9986950755119324, -0.31022581458091736, 0.9707536101341248]"
those of us who live in reality Like trump understand anyone as an transgendered anything are people with mental issues  see there are only 2 genders male or woman if you THINK you are another or the other from what you were born as you should not be holding a firearm,0.5,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-0.6856526732444763, -0.662756085395813, 1.0095754861831665]"
A very small part of Mueslimen enjoy murdering but enough of them to warrant an immigration stop.  Islam is a threat to our planet if you read the Koran.,0.554054054,bias,muslims,religion,prejudice against muslims,neutral,"[-0.9991353750228882, -0.4372606873512268, 1.0742604732513428]"
Do NOT list the islamic psychos in with decent people with mental illnesses... that is a very grotesque statement,0.609375,bias,muslims,religion,prejudice against muslims,neutral,"[-1.3932088613510132, -0.7543541193008423, 1.6930118799209595]"
Who is generating the moral standards of what constitutes  rape? Lesbians?  To them all heterosexual sex is rape. It is part of gender studies every young heterosexual girl takes from high school to university: sex with men is rape because of the alleged  power in balance.,0.5,bias,lesbians,lgbtq,prejudice against lesbians,neutral,"[-1.9302160739898682, 0.21139265596866608, 1.255374550819397]"
