,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
1644,Im not sure what you are talking about but my point is any black man getting selfrighteous about violence committed by any group of people in the United States is ridiculous. Black people shouldnt act like saints above reproach according to the ten commandments they are as flawed as the rest of mankind. A little truth would go a long ways for them but they prefer a fantasy narrative that exists in another world.,0.7,bias,blacks,race,prejudice against blacks,neutral,"[-2.033994197845459, -0.530686616897583, 2.157916784286499]"
1082,HOw much did Frank Giustra give the globe to get this crap written. Obama the gay coke addict did more harm than anyone before him.,0.528571429,bias,gays,lgbtq,prejudice towards gays,neutral,"[-0.10816450417041779, -1.34385085105896, 1.1306021213531494]"
2997,The cop killed Brown in cold blood because he was black. Thats a lie.,0.5125,bias,blacks,race,prejudice towards blacks,neutral,"[-1.2312514781951904, -0.3094777762889862, 1.1639626026153564]"
4110,Anything negative involving the 2nd Amendment showing support for abortion treating gays as equal citizens or treating Muslims the same way other than that they would support him even if he decided to round up political undesirables and jail them.,0.7,bias,"gays,muslims","lgbtq,religion",prejudice against gays and muslims,entailment,"[-1.7645606994628906, 0.9472435712814331, 0.36499184370040894]"
2232,Yes. Its a shame the white criminals have to be in cells next to the nonwhite criminals.,0.675,bias,colored people,race,prejudice against colored people,neutral,"[-1.3187601566314697, -0.76058429479599, 1.6953285932540894]"
1347,First any Breitbart article should be deemed suspect. Second the author clearly misunderstood what Francis was saying. He was not saying that there are no Muslim terrorists he was saying that there is no such thing as Muslim terrorism any more than there is Christian terrorism.,0.5,bias,"muslims,christians",religion,prejudice against muslims and christians,neutral,"[-1.0132817029953003, -0.27494144439697266, 0.9959635138511658]"
2105,Why thirdworld countries are poor? Because of crusaders white supremacists colonization etc? No because of flagrant stupidity of their populations. Considering stupidity and corruptibility of Ontarian sorry socalled elite Ontario has every opportunity to become a strong thirdworld country.,0.275,bias,whites,race,prejudice against whites,neutral,"[-0.5849569439888, -1.350022554397583, 1.5030491352081299]"
3947,the only this idiot has accomplished is the most holidays in less than 2 yrs n most hrs logged on  OUR jet most faggot parades attended by one goof in one yr   excellent legacy,0.285714286,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.905760645866394, -0.5511052012443542, 1.0740150213241577]"
2774,When did white men become such babies? Man up.,0.5,bias,"whites,men","race,gender",prejudice towards white men,neutral,"[-0.753128707408905, -0.17826876044273376, 0.6391026973724365]"
943,If it were up to me I would have kept Muslim out of the equation and instead used shariah compliant individuals as being barred from this country.   Wow Dromig10  That will really fool those Muslims.  They will have no idea that the ban is aimed at them.,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[-1.4446154832839966, -0.4197612702846527, 1.442947268486023]"
3836,He probably felt like he was personally included in the racist comments that have since been deleted that thehighway posted lumping all black Americans in with these asshats. If I was black I would have done the same thing.,0.525,bias,blacks,race,prejudice towards blacks,neutral,"[-2.2924084663391113, 0.046501096338033676, 1.8796659708023071]"
1153,Thats funny.  Elsewhere the poster to whom you were responding claimed that quell was a word used by anti muslim trolls.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.896682858467102, 0.10170561820268631, 1.4471725225448608]"
3255,Women want sex with men ? Really ? Lesbians dont want sex with men  and  work very hard to train all young impressionable  women of the dangers any man poses  even if he offered her a seat on the bus. Rewording the song is an act of heterophobia.,0.6,neutral,,none,,contradiction,"[4.164713382720947, -2.761683225631714, -1.2431539297103882]"
2996,You said it they just want to be white.  Same like some of responses to my comments.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.1085180044174194, -0.47332826256752014, 1.2808620929718018]"
739,It is the second generation of immigrant Muslims who are most likely to become Islamist jihadist radicals. In 20 years the  children of these women will want to kill other Canadians and fight for Allah.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-0.29029932618141174, -1.3106133937835693, 1.2254722118377686]"
3232,A show of unity? No. It was treating white players and military veterans like crap to appease racist black players that arent capable of professionalism if it hit them in the skull.   This was nothing less than racial pandering to keep black players from causing problems.,0.625,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-1.5081913471221924, 0.4031452238559723, 0.755813717842102]"
114,black  criminal  privilege  started,0.742424242,bias,blacks,race,prejudice against blacks,entailment,"[-1.5231260061264038, 1.2589879035949707, -0.21154844760894775]"
1012,If the vast majority of religious based and biased acts of terror were perpetrated by Mormons I would suggest that there is something wrong with the Mormon faith  Similarly  if  the vast majority of religious based and biased acts of terror were perpetrated by Southern Baptists or Buddhists I would suggest that there is something wrong with  these creeds   ergo,0.833333333,bias,"mormons,buddhists",religion,prejudice against mormons and buddhists,neutral,"[-1.6313042640686035, -0.09437605738639832, 1.301927924156189]"
3019,Yeah sharia I guess. Punish the women after the sexual assault. Thats the equality they often beg for.,0.5,bias,"muslims,women","religion,gender",prejudice against muslims and women,neutral,"[-0.816606879234314, -0.9203219413757324, 1.4099162817001343]"
2147,30 years ago there were almost no niggers in Alaska.,0.585714286,bias,blacks,race,prejudice against blacks,neutral,"[-1.3574190139770508, -0.8303112983703613, 1.7781554460525513]"
3121,The most merciful thing that a family does to one of its infant members is to kill it. Per Margret: We want to exterminate the Negro population. This evil is the result of democrats democrat voters and the 90 of Negros who today vote democrat. This self destruction is full of irony,0.774193548,bias,blacks,race,prejudice against blacks,neutral,"[-1.0552377700805664, -1.4893467426300049, 2.0902140140533447]"
3043,They are so full of it they were never going to visit anyways now they think they are going to make Trump feel bad go back to your coke snorting and closeted gay sex boys,0.5875,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.1928387880325317, -0.3310754895210266, 1.1744383573532104]"
887,From the 1950s to today and in every nation in the world:   If you allow them to hang out with boys this is what gay priests will do.  The only solution is to bar all priests from boys or to bar gays from the priesthood.  And yet we have progressives who think the church needs even more gay priests and that the sexual orientation of gau priests be kept a secret from the public.  And yes I reject the silly idea that men who rape boys are not gay.,0.8,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.0770699977874756, -0.7036248445510864, 1.3718466758728027]"
1915,Squiggs  Coming from you it sounds like a compliment from a person who is our outright leader and head deplorable racist bigot evangelist neonazi white supremacist and birther MR SQUIGGS  Thank you dear leader Squiggs for recognizing us as your people.  So kind of you huh????,0.275,neutral,,none,,contradiction,"[3.1864593029022217, -2.2976083755493164, -0.8058017492294312]"
3862,Hmmm another nutjob muslim eh. Yes lets import more of them here  Its sooooo openminded,0.585714286,bias,muslims,religion,prejudice against muslims,contradiction,"[1.8290672302246094, -1.6227924823760986, -0.21934431791305542]"
205,Hmmm I dont recall a letter from Francie condemning the man that originated the vulgarity referred to by many marchers. Apparently its ok for a man to be vulgar  indeed he can be elected president. But women are considered hysterical vulgarians for calling him on it.,0.6,bias,women,gender,prejudice against women,neutral,"[-0.9470536708831787, -0.5675241947174072, 1.1299843788146973]"
2687,When are these old white guys Newt Gingrinch going to learn: You dont pick a fight with Foxs Megyn Kelly? Shell rip you to shreds.,0.8,bias,whites,race,prejudice towards whites,neutral,"[-1.7005418539047241, -0.675445020198822, 1.9753155708312988]"
1813,GO BACK TO YE HOMOSEXUAL FKFESTCIVIL ENOUGH FEKN LIBTARD FACIST PIECE O SHT YOU CANADSIANS ARE KNOW TO BE TURNING INTO LIEING PFFS SOO FULLOVITYE STINK 8O,0.838389732,bias,homosexuals,race,prejudice against homosexuals,neutral,"[-0.17853769659996033, -0.3906202018260956, 0.3770197629928589]"
517,Looks like a bunch of fat old white folks out for a march.  And what is with the dude in the black helmet respirator and superhero shield?  Pathetic.,0.590909091,neutral,,none,,contradiction,"[2.290663957595825, -1.6339590549468994, -0.6413688063621521]"
3803,The world according to Forest Trump: Nazis: Good people. African Americans protesting police killings of innocent people: Sons of btches. Awesome twittler,0.257142857,neutral,,none,,contradiction,"[2.2978508472442627, -2.2081282138824463, -0.17158158123493195]"
2475,Chiefy White is showing his true colors as he wasnt the least bit ...outraged  deeply concerned... when roving groups of black males were racially targetingviolently beating Caucasians in LoDo a few yrs. back or the Caucasian young man living in 5 Points who was severely beaten by a group of black males after George Zimmerman was found not guilty.  Way to go Chief.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-1.271090030670166, 0.13596101105213165, 0.7512840032577515]"
3344,Even the killing of 50 LGBT persons in  Orlando is not enough to convince our liberal left wing  journalists that Islam is a pernicious threat to our way of life.  The message is that it is better to die for Allah than resist.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.0926302671432495, -0.23908258974552155, 0.980682909488678]"
955,which drew neoNazis white nationalists and members of the Ku Klux Klan. Not to mention neo_Marxists who are the  altleft version of the Nazis and are themselves evil and destructive.,0.6,bias,whites,race,prejudice against whites,neutral,"[-1.9229463338851929, -0.45836764574050903, 1.9488587379455566]"
1145,As expected a white male radical Christian NRA member bent on eliminating the BLM movement.,0.5,bias,"whites,men,christians","race,gender,religion","prejudice against whites,men and christians",neutral,"[-0.5843719840049744, -0.9546295404434204, 1.155240774154663]"
371,Not a Christian soldier damn your a bitter divisive individual. All hate,0.275,neutral,,none,,contradiction,"[4.7274556159973145, -2.611476182937622, -1.9378482103347778]"
304,Just a troubled white boy. Its feminisms fault.,0.657142857,bias,feminists,political,prejudice against feminists,neutral,"[-0.0662132129073143, -1.200112223625183, 1.0010327100753784]"
2493,Donna Trump?  News Flash:  Trump is Transgender,0.6,bias,transgenders,lgbtq,prejudice towards transgenders,neutral,"[-0.06722195446491241, -1.6884100437164307, 1.365726113319397]"
4035,Thanks for proving once again the facts and circumstance are a foreign concept to you.   If you actually looked at the facts you would notice that the civilian casualties were actually the result of the US protecting the vast majority of Muslim civilians from other Muslim facists and terrorists.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-0.6792656183242798, -0.7743211388587952, 1.0791223049163818]"
951,Trump emboldened this racist loser.  Expect more of the same because you know... white people.,0.528571429,bias,whites,race,prejudice towards whites,entailment,"[-1.8650665283203125, 1.0156093835830688, 0.3182165324687958]"
796,Yes and if youre black and walk into a restaurant and they say we dont want to serve you get out you should just leave and find a place that will serve you. Simple just like the south in the 1950s.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-2.0058276653289795, 0.17158293724060059, 1.4279429912567139]"
3183,Black Pride  being black and proud Gay Pride  being gay and proud White Pride  NAZI  Hypocrisy is a greater crime than racism.,0.712121212,bias,whites,race,prejudice against whites,neutral,"[-0.7897554039955139, -0.4234151542186737, 0.9201223254203796]"
3039,The reason we dont have more reasonable DwD laws like Mr. Yelle is advocation for is mainly because of religious stupidity.,0.554054054,neutral,,none,,contradiction,"[4.782135009765625, -2.972597360610962, -1.566947102546692]"
3433,It is islam itself which OFFICIALLY condemns all nonmuslims as the worst of creatures and the most vile of beings into an eternal Hell and demands that they all be sent there posthaste by any and all ablebodied muslims. It is islam itself which presents its SELF as being in a state of eternal war in an apocalyptic lastbattle point of view and one in which the muslims who shirk their  Godmandated duty to sabotage and enrage extort enslave and eliminate ALL the nonmuslims in the world will them selves be cast into Hell by their god. Therefore islam IS an absolute usvsthem mightmakesright EVIL. For you to pretend people here who have actually studied the Quran in detail are somehow cherrypicking its suras from some sort of biased prejudicial and hatefully racist bigotry is nothing but vile slander and Id love to debate you here to prove you to be the fraud you are. But first we need you to provide your evidence that were in error much less bigots. Go,0.527027027,bias,muslims,religion,prejudice against muslims,neutral,"[-1.039141297340393, 0.10527803003787994, 0.5432342290878296]"
1265,Maybe straight white males must identify as Gay  or Transgender......it is their only shot at some of these jobs.,0.6,bias,"whites,gays,transgenders","race,lgbtq",prejudice against gays and whites,neutral,"[0.10771926492452621, -1.1622549295425415, 0.8093125820159912]"
811,When Black people fly the confederate flag is it still qualified as supporting racism  your thoughts Gary ?,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-0.8310872316360474, 0.005620948038995266, 0.5465841293334961]"
4008,Gays need to keep a low profile. There is no need to antagonize another possible killer.,0.5625,bias,gay,lgbtq,prejudice against gay,neutral,"[-1.4521461725234985, -0.4983339011669159, 1.5853791236877441]"
3343,Im white  didnt take that comment to mean that the OP thinks all whites are racist. Im not sure why you do.  Guilty conscience?,0.256756757,neutral,,none,,entailment,"[-0.8176649212837219, 0.27202484011650085, 0.22416165471076965]"
2291,Homosexual is now gay And gay people are out of the closet Theyre in the military Run for your life,0.6125,bias,homosexuals,lgbtq,prejudice against lgbtq,neutral,"[-0.6595925092697144, -0.8040610551834106, 1.120307207107544]"
268,What do you do with the dysfunctional sex freaks known as priests bishops cardinals and nuns.,0.6,bias,christians,religion,prejudice against christians,neutral,"[-0.03862511366605759, -1.4445445537567139, 1.1382472515106201]"
1779,Well at least the Russians are white for heavens sakes.  Id rather have to live next to a nice white drunk Russian than a black Muslim Kenyan whose childrens names are Satanic anagrams.,1.0,bias,"blacks,muslims","race,religion",prejudice against blacks and muslims,neutral,"[-1.9634134769439697, 0.09526782482862473, 1.4680384397506714]"
3632,Do not trust Snopes. I have lived in Japan they are extremely allergic to Muslims being there. Ill give you 50 bucks if you know a single one who has emmigrated there.,0.5,bias,"japanese,muslims","race,religion",prejudice against japanese and muslims,entailment,"[-2.722747325897217, 1.1784485578536987, 1.1129090785980225]"
3642,Refugees  asylum seekers and Muslim immigrants flee Muslim countries and try and turn western countries into a Muslim country. Muslims have major problems with their religion and culture . If Muslims will not change I do not accept them.,1.0,bias,muslims,religion,prejudice towards muslims,neutral,"[-1.2293517589569092, -0.850933849811554, 1.6458449363708496]"
1934,Wrapped in a flag clutching a Bible. Welcome to fascist America.,0.258064516,bias,americans,race,prejudice against americans,neutral,"[-0.5232164859771729, -0.5668242573738098, 0.8027135729789734]"
2971,What do ObamaJohn Lewis and Loretta Lynch have in common? Failed black politicians spouting their mouths off,0.571428571,bias,blacks,race,prejudice against blacks,neutral,"[-1.2421423196792603, -0.8417017459869385, 1.6410181522369385]"
813,What a disgusting headline Globe  Britishborn man when the man is a damn muslim and his name is Abu Izzadeen.  But you go with Britishborn man You ARE the problem and there is blood on YOUR damn hands Other media even went with of Asian heritage because they too know DAMN well what the truth is,0.677966102,bias,muslims,religion,prejudice against muslims,neutral,"[-1.419724702835083, -1.1685105562210083, 2.123220920562744]"
3009,Shes gonna be the President Seems like a long way to me in just a hundred years of voting.   It must just suck to be an ignorant white male its got to hurt to see that your kind is dying off.,0.626666667,bias,whites,race,prejudice against whites,neutral,"[-1.4844921827316284, -0.8600724339485168, 1.9247137308120728]"
2938,Sure tomcorker  thats why his press secretary blamed muslims after the shootings at the Quebec City mosque: Its a terrible reminder of why we must remain vigilant. And why the president is taking steps to be proactive not reactive.   And dont get him started about those Mexican terrorists...,0.8,bias,"muslims,mexicans","religion,race","prejudice against muslims,mexicans",neutral,"[-1.4367132186889648, 0.4621352553367615, 0.6506339311599731]"
3261,Muslims do not accept the Western civilization in principlethey will turn the West into outhouse the way they did with their own countries they came from.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-2.0986342430114746, 0.08063311874866486, 1.5632129907608032]"
2260,What if the person Engaged in artistic creativity  let say say Gays are Disgusting  Going to Hell?,0.706666667,neutral,,none,,contradiction,"[3.799254894256592, -2.8444743156433105, -0.7991867065429688]"
1554,To save money just simply ban anyone who isnt white  very simple....that is actually zero discriminaton since all are banned except the whitest of whites,0.6,bias,whites,race,prejudice against whites,contradiction,"[1.123453140258789, -0.9775363206863403, -0.27859196066856384]"
1000,It is time to close some mosques.  Let the community feel your anger.  Stop making excuses or allowances for Islam. It is not compatible with civilization. They say these losers are not true Muslims?  Then they wont mind if they are buried in a pig sty.,0.571428571,bias,muslims,religion,prejudice against muslims,neutral,"[-1.4082913398742676, -0.10391484946012497, 1.0377177000045776]"
750,Would you ask the same question if she were white?,0.5,neutral,,none,,contradiction,"[3.5393149852752686, -2.8497252464294434, -0.5628446936607361]"
174,We can...but we wont... while Junior is selling out the country to Communist China and flooding hundreds of thousands of Muslims into the country How does conservationcarbon tax bsand quality of life fit into the current insane policies at the federal level,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.0473389625549316, -1.2155344486236572, 1.8407007455825806]"
1995,What has that to do with throwing down the welcome mat for radical Islamic terrorists?,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[-0.5322643518447876, -0.7341540455818176, 0.95577073097229]"
1031,. . . likely for having to listen to this womans bigoted racist trashtalk..  ..,0.272727273,neutral,,none,,contradiction,"[5.275231838226318, -3.240734338760376, -1.8460720777511597]"
1681,Christianity Christmas and Christ...turned into a mockery spoof.  Will these same people who think this is smart and cool and funny now do the same about Mohammed and Islam?,0.5,bias,christians,religion,prejudice against whites,contradiction,"[1.149301290512085, -2.167163133621216, 0.7360350489616394]"
1697,The rates of violent crime STDs suicides drug addiction depression etc. that exists within the homosexual community would alarm anybody but since they are a protected class as mentioned above these facts will never been broadcast on the nightly news.,0.5,bias,homosexuals,lgbtq,prejudice against homosexuals,neutral,"[-1.2881075143814087, -0.38999634981155396, 1.2976170778274536]"
1769,Your site shows the Hispanic women more poorly compensated than the blacks the whites or the Asians.    So they should be having the most abortions according to your suggestion.,0.53125,bias,hispanics,race,prejudice against hispanics,neutral,"[-1.150795578956604, -0.948536217212677, 1.7557271718978882]"
1908,All his phony leaks was a figament of his imagination any one can imagine hearing  something other than what was really said like I would love to eat a donut the man says and then repeating that he heard the man say he ate 6 donuts. and thats the case here comey should have never had the position as FBI director he is a pansie dude and probably GAY.,0.5,bias,gays,lgbtq,prejudice against gays,neutral,"[-1.461243748664856, -0.3878125548362732, 1.450663447380066]"
23,They still throw gays off buildings and stone women.,0.636363636,neutral,,none,,contradiction,"[4.141361713409424, -2.439056396484375, -1.4876189231872559]"
1185,The antiwhitemale bigotry now being imposed as official government policy at our taxpayerfunded universities is racism and sexism at its worst. It is absolutely shameful.,0.5,bias,"whites,men","race,gender",prejudice against white men,entailment,"[-2.602023124694824, 1.4112194776535034, 0.6446182727813721]"
1064,I suspect that black folks are about be told again by a bunch of old white guys  the biggest complainers in the world relative to their status  to stop complaining.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-2.215306520462036, 0.2785220742225647, 1.5508877038955688]"
1429,Given the authors logic the safest places for Whites to live would be Black neighborhoods.  One solution for keeping cops from shooting Blacks would be to withdraw police protection from Black neighborhoods and let Blacks work it out.  Hodad echoes some of my other thoughts.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-0.12024246901273727, -1.1149702072143555, 0.9404009580612183]"
900,Wolf Eagle is only against Carson and says bad things because Carson is black. Its so obvious.,0.5,bias,blacks,race,prejudice against blacks,neutral,"[-2.2572484016418457, 0.6492266058921814, 1.1529954671859741]"
1079,What is the fault of Guptas in all this? Whites are behind this controversy,0.5,bias,whites,race,prejudice against whites,neutral,"[0.1192469522356987, -1.5317466259002686, 1.1101783514022827]"
121,Oh no ... we rather give THAT to Islam Migrants that we are bringing in WITHOUT ASKING CANADIANS IF WE SHOULD Despicable Feds I am really NOT LIKING WHAT THEY ARE DOING.,0.274193548,neutral,,none,,contradiction,"[3.0291800498962402, -2.0802228450775146, -0.8573577404022217]"
2934,More white man shame.   We truly are Gods damned creatures arent we .,0.655172414,bias,whites,race,prejudice against whites,neutral,"[-1.489538311958313, -0.38492798805236816, 1.4511784315109253]"
2652,Yes along with any racism against whites and those who want to remove them right?,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.9774194955825806, 1.7134662866592407, -0.31728827953338623]"
129,Please enlighten me how in your opinion is Mayor Khan responsible for the terrorist acts committed by a bunch of lunatics who call themselves Muslims. Blaming Mr. Khan would be as silly as blaming all Christians for the atrocities committed by the Ku Klux Klan.,1.0,bias,"muslims,christians",religion,prejudice against muslims and christians,neutral,"[-0.9659397006034851, -0.31930142641067505, 1.0107842683792114]"
1427,Alaska is a dump.... sad ... no jobs no real economy.... our state is a dump full of bums wanting free   benefits. Ashame the state is so biased... raised and born here and disgusted,0.28,neutral,,none,,contradiction,"[4.962859630584717, -2.9360873699188232, -1.8908582925796509]"
2173,White men are evil. We get it Liz.,0.807692308,bias,"whites,men","race,gender",prejudice against white men,entailment,"[-2.2050211429595947, 1.1180216073989868, 0.5655722618103027]"
429,Homosexuals see intrinsically disordered and see it as applying to them. Not some amorphous homosexual tendency but to them as homosexuals.   You are now spouting the tired old gay sex is icky. If you dont like it then dont do it.,0.6375,bias,homosexuals,lgbtq,prejudice against lgbtq,neutral,"[-0.5860555768013, -1.2627520561218262, 1.4510257244110107]"
1038,Well the title of Ptts article got my attention....as if race voting race based interference by Obama didnt happen. Just as Obama isnt responsible for black idiots neither is Trump responsible for the white ones. Pitts needs to get some fresh insights before seting pen to paper.,0.608695652,neutral,,none,,contradiction,"[3.601969003677368, -2.591036319732666, -0.8815791010856628]"
3448,Look up Maajid Nawaz. He is trying to do exactly this but is labelled an apostate and is hated by many Muslims.,0.275,neutral,,none,,contradiction,"[3.848074197769165, -2.8934922218322754, -0.8111073970794678]"
4309,No kidding. How dare  Christians have to live with gay people how terrible,0.831168831,bias,chrisians,religion,prejudice against christians,neutral,"[-1.4846413135528564, -0.3621198236942291, 1.4417808055877686]"
931,Oh. Right. Only white men are allowed to be racist and sexist.  Robin H know your place.,0.560606061,bias,whites,race,prejudice against whites,neutral,"[-1.4062724113464355, -0.046098578721284866, 1.0969072580337524]"
3901,Was it those Asians again? Damn toxic masculinity.,0.74025974,neutral,asians,race,prejudice asainst asians,neutral,"[-1.0352747440338135, -0.3635363280773163, 1.01653254032135]"
3672,Minorities get upset when statistics show they commit more than their fair share of a type of crime.  But I have to to say white males seem to dominate murder suicide and work place shootings.  I cant for the life of me figure out what goes wrong with the heads.,0.6,bias,"whites,men","race,gender",prejudice against white men,neutral,"[-1.4776575565338135, -0.5311829447746277, 1.6161359548568726]"
4204,Arrest  his mother for terrorism too for brainwashing her child to believe that jihadi war is a holy duty that he must perform.   She educated her son in the ways of killing and martyrdom. But for her he would have gone to school. She is hardly a third party bystander to this whole affair.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.190261721611023, -1.0913153886795044, 1.9078654050827026]"
893,We have to have different Oscars .One for womenone for black one for Latinos one for gays. Everybody are happy,0.508196721,neutral,,none,,contradiction,"[3.277402639389038, -2.952831745147705, -0.23232775926589966]"
3702,here we have ANOTHER muslim kook shooting us and morons think trump is the problem for cleaning up our country. i cant wait till he starts exporting these freaks.,0.7125,bias,muslims,religion,prejudice against muslims,neutral,"[-1.9265600442886353, 0.45787885785102844, 1.0856218338012695]"
4127,Since when does the socalled president care about Syrian children? For more info see Trump muslim ban.,0.5,bias,muslims,religion,prejudice againt muslims,neutral,"[-0.3944878578186035, -0.9712206125259399, 1.0722404718399048]"
1814,Given that a plurality of Americans are happy for monuments celebrating the proslavery Confederate cause to remain standing I wouldnt be so quick to dismiss the reach of white supremacist voices...,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.4162641763687134, 0.16808083653450012, 0.8467098474502563]"
355,IT IS ISLAM.  This murdering cult has been doing it for centuries.   ALL those who are allowed to immigration to America  follow Sharia law ALL of them.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[0.5610480308532715, -1.7074742317199707, 0.8520596623420715]"
4271,Anarchists and International communists vs National Socialists. SAME SHIT.  Only this time Americans who stand with the Constitution are going to wipe the floor of ALL OF THE ANTIFA BLM AND KKKNAZIS.,0.2625,neutral,,none,,contradiction,"[3.421809434890747, -2.7373414039611816, -0.592208981513977]"
3752,Wow  Thunder Bay sounds like paradise except for all those rotten  white people.,0.625,bias,whites,race,prejudice against whites,neutral,"[-2.0027973651885986, -0.01586691476404667, 1.6381824016571045]"
255,This guy is a Muslim and they have no respect for women this has happened in Fredericton too a rape and getting away with it how stupid can the judge be.  Taking advantage of women who have been drinking this is absolutely wrong.  Go get him give him his punishment.,0.679012346,bias,muslims,religion,prejudice against muslims,neutral,"[-1.5384516716003418, 0.3129679560661316, 0.7946506142616272]"
498,Identity politics.... if you a not a black female pansexual quadriplegic then you will be disregarded.,0.625,bias,"blacks,women,pansexuals","race,gender,lgbtq","prejudice against blacks, women and pansexuals",neutral,"[-1.4973372220993042, 0.42687705159187317, 0.6562585830688477]"
3923,Keep up the good work fast food frequent flyers. Its one way to end homeless  hippies and niggers Way to go McDonalds,0.757142857,bias,blacks,race,prejudice towards blacks,neutral,"[-0.5884708166122437, -0.965018630027771, 1.1344056129455566]"
3290,What anger toward women?  I hate double standards.,0.6,neutral,,none,,contradiction,"[3.8334896564483643, -2.4028284549713135, -1.3473365306854248]"
3492,Trump the man who said that Mexicans are rapists and drug dealers.,0.594594595,neutral,,none,,contradiction,"[3.9943978786468506, -2.9731040000915527, -0.8684078454971313]"
884,Burke Cordileone and Donohue the three stooges of gay U.S.A.,0.6,bias,gays,lgbtq,prejudice against men,neutral,"[-0.410449743270874, -0.7234716415405273, 0.8506664037704468]"
4016,why cant someone feel threatened by big black woman and get rid of her?  what a farce..  what society must accept anything just because they are blacks?  no...,0.725,bias,blacks,race,prejudice against blacks,neutral,"[-1.0609995126724243, 0.17308971285820007, 0.5827581286430359]"
3633,White people have been immigrating to this continent for over 200 years and look at all the damage and death they have brought. Ban all immigrants the the New World Send everyone back to their country of origin and let the indigenous have their lands back,0.6875,bias,whites,race,prejudice against whites,neutral,"[-1.187558889389038, -0.6240382194519043, 1.3306422233581543]"
602,the NFL union doesnt mind when Black players abuse their wives.,0.703125,bias,blacks,race,prejudice against blacks,neutral,"[-1.262782335281372, -0.48462799191474915, 1.3655619621276855]"
661,well trump will be banning muslims for a while in a few weeks thank god,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.4942723512649536, -0.5541463494300842, 1.6084389686584473]"
2638,The only time your god is mentioned is when your gods revised and bastardized bible is quoted as a legal basis to steal more resources and lands from the Natives,0.5,bias,christians,religion,prejudice against christians,neutral,"[-1.1644346714019775, -0.8835979700088501, 1.6034269332885742]"
1215,FYI the guy was an ANGRY BLACK GUY,0.625,neutral,,none,,contradiction,"[4.549776077270508, -2.9009509086608887, -1.4687095880508423]"
538,We need to be vigilant and look out for radical islamic terrorism the forced marriages the forced genital mutilation the misogamy and if you are gay watch out as you will be thrown off a building.,0.8,bias,muslims,religion,prejudice against muslims,neutral,"[-1.361762285232544, -0.14474666118621826, 1.1606950759887695]"
1033,Usually Friedman is a flaming idiot. But at least he understands Putin. Unlike Obama and Kerry and reset Hillary And I had Russians in the family. But at least they were white Russians who escaped through Vladivostok ahead of the reds who were in hot pursuit. Yes slaughter followed. Much like RasPutin now. To you neophytes that was Czarist Russians not a racial designation.,0.5,neutral,,none,,contradiction,"[1.1237541437149048, -1.103085994720459, -0.10098847001791]"
2252,Am I really the 1st female responder to this article? A big thank you to Denby for bringing this to the attention of your readers.  I havent marched in protest since the Vietnam War in the 70s motivated by my classmates being enlisted and killed in that hated war.  And now nearly a half century later we find ourselves in an equally torn America we dont recognize  one that voted an idiot into power because  why?  He has money and people think that will rub off on them? White supremacy that captures the imagination of more idiots parading around in their KKK robes? The unemployed who kid themselves into thinking the orange haired guy cares whether they feed their families?  People claiming change as motivation when they really mean destroy everything the alt right doesnt like?  The Russian puppetleader will not be allowed to remove womens rights as if we are at worst slaves and at best window dressing. If you want to see angry women just stay tuned as this disaster unfolds.,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.1793937683105469, -0.3347805142402649, 1.0667390823364258]"
2663,Lesbian nuns arise Demand equal mistreatment now,0.605263158,neutral,,none,,contradiction,"[3.686976909637451, -2.3957974910736084, -1.143253207206726]"
3120,Actually I have more nonwhite friends than you that agree with me  But then they are not psycho white leftist progressives who hate themselves,0.285714286,neutral,,none,,contradiction,"[1.1644976139068604, -1.09957754611969, -0.16725312173366547]"
2415,Considering the doctrine is itself the issue that is the case.   One cannot both be pastoral and uphold the doctrine because the doctrine is sexist and homophobic and exclusionary of real people.,0.5,neutral,,none,,contradiction,"[5.147547721862793, -3.2443618774414062, -1.749065637588501]"
